u_a,v_real,v_ref,u_delta,delta_d,px,py,theta1,cte,cte_real,epsi,vx,vy,kappa,beta
0.2000,0.4062,0.7001,-0.0065,0.0286,-1.6861,-22.6199,0.0000,-0.0702,-0.0702,0.0536,0.0000,0.0000,0.0172,0.0069
0.2000,0.4928,0.7201,-0.0051,0.0286,-1.6932,-22.6670,0.0000,-0.0706,-0.0706,0.0534,0.0000,0.0000,0.0172,0.0069
0.2000,0.4037,0.7401,-0.0056,0.0286,-1.6986,-22.7165,0.0000,-0.0689,-0.0689,0.0533,0.0000,0.0000,0.0172,0.0069
0.2000,0.4726,0.7601,-0.0043,0.0286,-1.7090,-22.7688,0.0000,-0.0717,-0.0717,0.0530,0.0000,0.0000,0.0172,0.0069
0.2000,0.4942,0.7801,-0.0045,0.0286,-1.7150,-22.8233,0.0000,-0.0700,-0.0700,0.0528,0.0000,0.0000,0.0172,0.0069
0.2000,0.5284,0.8001,-0.0057,0.0286,-1.7210,-22.8818,0.0000,-0.0676,-0.0676,0.0525,0.0000,0.0000,0.0172,0.0069
0.2000,0.5440,0.8201,-0.0087,0.0286,-1.7268,-22.9490,0.0000,-0.0638,-0.0638,0.0526,0.0000,0.0000,0.0172,0.0069
0.2000,0.5827,0.8401,-0.0020,0.0289,-1.7365,-23.0158,0.0000,-0.0642,-0.0642,0.0440,0.0000,0.0000,0.0174,0.0070
0.2000,0.6689,0.8601,0.0032,0.0289,-1.7453,-23.0771,0.0000,-0.0647,-0.0647,0.0436,0.0000,0.0000,0.0174,0.0070
0.2000,0.6699,0.8801,0.0029,0.0289,-1.7503,-23.1505,0.0000,-0.0598,-0.0598,0.0434,0.0000,0.0000,0.0174,0.0070
0.2000,0.6141,0.9001,0.0044,0.0289,-1.7618,-23.2169,0.0000,-0.0622,-0.0622,0.0426,0.0000,0.0000,0.0174,0.0070
0.2000,0.7289,0.9201,0.0066,0.0289,-1.7745,-23.2905,0.0000,-0.0649,-0.0649,0.0427,0.0000,0.0000,0.0174,0.0070
0.2000,0.6681,0.9401,0.0021,0.0289,-1.7734,-23.3604,0.0000,-0.0545,-0.0545,0.0428,0.0000,0.0000,0.0174,0.0070
0.2000,0.7410,0.9601,-0.0026,0.0289,-1.7796,-23.4371,0.0000,-0.0503,-0.0503,0.0428,0.0000,0.0000,0.0174,0.0070
0.2000,0.6935,0.9801,0.0041,0.0316,-1.7888,-23.5139,0.0000,-0.0495,-0.0495,0.0355,0.0000,0.0000,0.0191,0.0076
0.2000,0.7628,1.0001,0.0046,0.0316,-1.7943,-23.5924,0.0000,-0.0450,-0.0450,0.0353,0.0000,0.0000,0.0191,0.0076
0.2000,0.7669,1.0201,0.0002,0.0316,-1.7945,-23.6707,0.0000,-0.0353,-0.0353,0.0356,0.0000,0.0000,0.0191,0.0076
0.2000,0.7799,1.0401,-0.0040,0.0316,-1.8000,-23.7563,0.0000,-0.0299,-0.0299,0.0351,0.0000,0.0000,0.0191,0.0076
0.2000,0.7764,1.0601,-0.0053,0.0316,-1.8120,-23.8400,0.0000,-0.0312,-0.0312,0.0353,0.0000,0.0000,0.0191,0.0076
0.2000,0.8499,1.0801,-0.0114,0.0316,-1.8113,-23.9224,0.0000,-0.0201,-0.0201,0.0352,0.0000,0.0000,0.0191,0.0076
0.1999,0.8391,1.1001,-0.0120,0.0344,-1.8140,-24.0070,0.0000,-0.0122,-0.0122,0.0300,0.0000,0.0000,0.0207,0.0083
0.1999,0.8167,1.1201,-0.0141,0.0344,-1.8221,-24.0946,0.0000,-0.0095,-0.0095,0.0299,0.0000,0.0000,0.0207,0.0083
0.1999,0.8394,1.1401,-0.0127,0.0344,-1.8344,-24.1855,0.0000,-0.0106,-0.0106,0.0287,0.0000,0.0000,0.0207,0.0083
0.1999,0.8717,1.1601,-0.0150,0.0344,-1.8387,-24.2833,0.0000,-0.0029,-0.0029,0.0277,0.0000,0.0000,0.0207,0.0083
0.1999,0.9102,1.1801,-0.0153,0.0344,-1.8492,-24.3790,0.0000,-0.0017,-0.0017,0.0266,0.0000,0.0000,0.0207,0.0083
0.1999,0.9696,1.2001,-0.0142,0.0330,-1.8615,-24.4865,0.0000,-0.0009,-0.0009,0.0213,0.0000,0.0000,0.0199,0.0080
0.1999,0.9550,1.2201,-0.0089,0.0330,-1.8769,-24.5815,0.0000,-0.0050,-0.0050,0.0197,0.0000,0.0000,0.0199,0.0080
0.1999,1.0733,1.2401,-0.0062,0.0330,-1.8850,-24.6839,0.0000,-0.0010,-0.0010,0.0187,0.0000,0.0000,0.0199,0.0080
0.1999,0.9538,1.2601,-0.0053,0.0330,-1.8914,-24.7986,0.0000,0.0060,0.0060,0.0184,0.0000,0.0000,0.0199,0.0080
0.1999,1.0191,1.2801,-0.0047,0.0330,-1.9011,-24.8967,0.0000,0.0079,0.0079,0.0171,0.0000,0.0000,0.0199,0.0080
0.1999,1.1381,1.3001,-0.0022,0.0288,-1.9123,-25.0059,0.0000,0.0092,0.0092,0.0038,0.0000,0.0000,0.0174,0.0070
0.1999,0.9781,1.3201,0.0045,0.0288,-1.9172,-25.1090,0.0000,0.0152,0.0152,0.0030,0.0000,0.0000,0.0174,0.0070
0.2000,1.0880,1.3401,0.0102,0.0288,-1.9279,-25.2247,0.0000,0.0167,0.0167,0.0024,0.0000,0.0000,0.0174,0.0070
0.1999,1.0231,1.3601,0.0135,0.0288,-1.9380,-25.3271,0.0000,0.0173,0.0173,0.0016,0.0000,0.0000,0.0174,0.0070
0.2000,1.1524,1.3801,0.0164,0.0288,-1.9543,-25.4395,0.0000,0.0129,0.0129,0.0017,0.0000,0.0000,0.0174,0.0070
0.2000,1.0201,1.4001,0.0222,0.0279,-1.9665,-25.5489,0.0000,0.0112,0.0112,-0.0109,0.0000,0.0000,0.0168,0.0067
0.2000,1.1260,1.4201,0.0263,0.0279,-1.9673,-25.6760,0.0000,0.0220,0.0220,-0.0091,0.0000,0.0000,0.0168,0.0067
0.2000,1.0909,1.4401,0.0275,0.0279,-1.9774,-25.7887,0.0000,0.0223,0.0223,-0.0087,0.0000,0.0000,0.0168,0.0067
0.2000,1.2618,1.4601,0.0292,0.0279,-1.9945,-25.9080,0.0000,0.0162,0.0162,-0.0076,0.0000,0.0000,0.0168,0.0067
0.2000,1.1218,1.4801,0.0323,0.0243,-2.0119,-26.0221,0.0000,0.0087,0.0087,-0.0136,0.0000,0.0000,0.0147,0.0059
0.2000,1.1948,1.5001,0.0339,0.0243,-2.0199,-26.1428,0.0000,0.0109,0.0109,-0.0116,0.0000,0.0000,0.0147,0.0059
0.1999,1.1433,1.5201,0.0325,0.0243,-2.0293,-26.2698,0.0000,0.0121,0.0121,-0.0096,0.0000,0.0000,0.0147,0.0059
0.1999,1.1994,1.5401,0.0287,0.0243,-2.0343,-26.3961,0.0000,0.0177,0.0177,-0.0077,0.0000,0.0000,0.0147,0.0059
0.2000,1.2635,1.5601,0.0263,0.0206,-2.0356,-26.5108,0.0000,0.0255,0.0255,-0.0139,0.0000,0.0000,0.0124,0.0050
0.2000,1.2531,1.5801,0.0266,0.0206,-2.0487,-26.6384,0.0000,0.0220,0.0220,-0.0125,0.0000,0.0000,0.0124,0.0050
0.2000,1.1386,1.6001,0.0234,0.0206,-2.0520,-26.7651,0.0000,0.0282,0.0282,-0.0101,0.0000,0.0000,0.0124,0.0050
0.2000,1.2718,1.6201,0.0220,0.0206,-2.0711,-26.9020,0.0000,0.0194,0.0194,-0.0070,0.0000,0.0000,0.0124,0.0050
0.2000,1.2570,1.6401,0.0255,0.0180,-2.0851,-27.0354,0.0000,0.0146,0.0146,-0.0133,0.0000,0.0000,0.0108,0.0043
0.2000,1.3702,1.6601,0.0237,0.0180,-2.0879,-27.1829,0.0000,0.0216,0.0216,-0.0112,0.0000,0.0000,0.0108,0.0043
0.2000,1.3292,1.6801,0.0216,0.0180,-2.0957,-27.3147,0.0000,0.0225,0.0225,-0.0095,0.0000,0.0000,0.0108,0.0043
0.2000,1.4640,1.7001,0.0208,0.0133,-2.1001,-27.4642,0.0000,0.0279,0.0279,-0.0171,0.0000,0.0000,0.0080,0.0032
0.2000,1.3089,1.7201,0.0173,0.0133,-2.0993,-27.6204,0.0000,0.0374,0.0374,-0.0138,0.0000,0.0000,0.0080,0.0032
0.2000,1.4836,1.7401,0.0156,0.0133,-2.1114,-27.7707,0.0000,0.0336,0.0336,-0.0125,0.0000,0.0000,0.0080,0.0032
0.2000,1.5501,1.7601,0.0126,0.0133,-2.1171,-27.9167,0.0000,0.0360,0.0360,-0.0102,0.0000,0.0000,0.0080,0.0032
0.2000,1.4953,1.7801,0.0141,0.0119,-2.1218,-28.0693,0.0000,0.0390,0.0390,-0.0159,0.0000,0.0000,0.0072,0.0029
0.2000,1.4484,1.8001,0.0151,0.0119,-2.1331,-28.2201,0.0000,0.0350,0.0350,-0.0143,0.0000,0.0000,0.0072,0.0029
0.2000,1.5139,1.8201,0.0157,0.0119,-2.1469,-28.3784,0.0000,0.0288,0.0288,-0.0128,0.0000,0.0000,0.0072,0.0029
0.2000,1.4991,1.8401,0.0218,0.0113,-2.1687,-28.5400,0.0000,0.0142,0.0142,-0.0182,0.0000,0.0000,0.0068,0.0027
0.2000,1.5755,1.8601,0.0239,0.0113,-2.1740,-28.7043,0.0000,0.0158,0.0158,-0.0168,0.0000,0.0000,0.0068,0.0027
0.2000,1.6164,1.8801,0.0248,0.0113,-2.1867,-28.8701,0.0000,0.0100,0.0100,-0.0151,0.0000,0.0000,0.0068,0.0027
0.2000,1.6304,1.9001,0.0217,0.0088,-2.1891,-29.0437,0.0000,0.0145,0.0145,-0.0152,0.0000,0.0000,0.0053,0.0021
0.2000,1.6488,1.9201,0.0216,0.0088,-2.1992,-29.2067,0.0000,0.0107,0.0107,-0.0143,0.0000,0.0000,0.0053,0.0021
0.2000,1.7220,1.9401,0.0173,0.0088,-2.1951,-29.3805,0.0000,0.0214,0.0214,-0.0118,0.0000,0.0000,0.0053,0.0021
0.1999,1.6191,1.9601,0.0121,0.0055,-2.1967,-29.5532,0.0000,0.0261,0.0261,-0.0129,0.0000,0.0000,0.0033,0.0013
0.2000,1.7238,1.9801,0.0107,0.0055,-2.2075,-29.7255,0.0000,0.0214,0.0214,-0.0104,0.0000,0.0000,0.0033,0.0013
0.2000,1.7136,2.0001,0.0088,0.0055,-2.2116,-29.9062,0.0000,0.0236,0.0236,-0.0092,0.0000,0.0000,0.0033,0.0013
0.2000,1.7104,2.0201,0.0123,0.0046,-2.2217,-30.0814,0.0000,0.0187,0.0187,-0.0146,0.0000,0.0000,0.0028,0.0011
0.2000,1.7925,2.0401,0.0121,0.0046,-2.2277,-30.2652,0.0000,0.0180,0.0180,-0.0122,0.0000,0.0000,0.0028,0.0011
0.2000,1.7406,2.0601,0.0071,0.0013,-2.2274,-30.4460,0.0000,0.0234,0.0234,-0.0114,0.0000,0.0000,0.0008,0.0003
0.2000,1.8235,2.0801,0.0060,0.0013,-2.2353,-30.6346,0.0000,0.0209,0.0209,-0.0099,0.0000,0.0000,0.0008,0.0003
0.2000,1.7920,2.1001,0.0022,0.0013,-2.2251,-30.8101,0.0000,0.0360,0.0360,-0.0093,0.0000,0.0000,0.0008,0.0003
0.2000,1.8723,2.1201,-0.0020,-0.0040,-2.2301,-30.9992,0.0000,0.0362,0.0362,-0.0132,0.0000,0.0000,-0.0024,-0.0010
0.2000,1.7428,2.1401,-0.0010,-0.0040,-2.2388,-31.1994,0.0000,0.0323,0.0323,-0.0125,0.0000,0.0000,-0.0024,-0.0010
0.2000,1.8754,2.1601,-0.0007,-0.0040,-2.2454,-31.3945,0.0000,0.0303,0.0303,-0.0120,0.0000,0.0000,-0.0024,-0.0010
0.2000,1.9867,2.1801,-0.0004,-0.0039,-2.2461,-31.5986,0.0000,0.0341,0.0341,-0.0133,0.0000,0.0000,-0.0023,-0.0009
0.2000,1.9354,2.2001,0.0010,-0.0039,-2.2514,-31.8009,0.0000,0.0331,0.0331,-0.0150,0.0000,0.0000,-0.0023,-0.0009
0.2000,2.0240,2.2201,0.0028,-0.0028,-2.2583,-31.9977,0.0000,0.0304,0.0304,-0.0145,0.0000,0.0000,-0.0017,-0.0007
0.2000,2.0062,2.2401,0.0040,-0.0028,-2.2649,-32.1994,0.0000,0.0282,0.0282,-0.0155,0.0000,0.0000,-0.0017,-0.0007
0.2000,1.9533,2.2601,0.0049,-0.0028,-2.2721,-32.4006,0.0000,0.0254,0.0254,-0.0153,0.0000,0.0000,-0.0017,-0.0007
0.2000,2.0007,2.2617,0.0081,-0.0034,-2.2871,-32.6184,0.0000,0.0150,0.0150,-0.0163,0.0000,0.0000,-0.0020,-0.0008
0.2000,1.9962,2.2817,0.0114,-0.0034,-2.3032,-32.8200,0.0000,0.0029,0.0029,-0.0158,0.0000,0.0000,-0.0020,-0.0008
-0.2000,2.1639,2.2417,0.0117,-0.0031,-2.3064,-33.0221,0.0000,0.0039,0.0039,-0.0135,0.0000,0.0000,-0.0019,-0.0007
-0.1999,2.0054,2.2017,0.0090,-0.0031,-2.3020,-33.2262,0.0000,0.0127,0.0127,-0.0130,0.0000,0.0000,-0.0019,-0.0007
-0.2000,2.0038,2.1617,0.0035,-0.0031,-2.2938,-33.4305,0.0000,0.0253,0.0253,-0.0108,0.0000,0.0000,-0.0019,-0.0007
-0.2000,2.0243,2.1217,0.0066,0.0021,-2.3069,-33.6345,0.0000,0.0167,0.0167,-0.0079,0.0000,0.0000,0.0013,0.0005
-0.2000,2.0283,2.0817,0.0049,0.0021,-2.3122,-33.8498,0.0000,0.0161,0.0161,-0.0064,0.0000,0.0000,0.0013,0.0005
-0.2000,2.0265,2.0417,-0.0018,0.0001,-2.3143,-34.0531,0.0000,0.0190,0.0190,0.0018,0.0000,0.0000,0.0000,0.0000
-0.2000,2.1346,2.0017,-0.0085,0.0001,-2.3087,-34.2639,0.0000,0.0305,0.0305,0.0035,0.0000,0.0000,0.0000,0.0000
-0.2000,2.0160,1.9617,-0.0152,-0.0006,-2.3088,-34.4683,0.0000,0.0359,0.0359,0.0050,0.0000,0.0000,-0.0004,-0.0001
-0.1999,2.0921,1.9217,-0.0167,-0.0006,-2.3144,-34.6578,0.0000,0.0356,0.0356,0.0045,0.0000,0.0000,-0.0004,-0.0001
-0.1999,2.0260,1.8817,-0.0162,-0.0006,-2.3211,-34.8651,0.0000,0.0347,0.0347,0.0027,0.0000,0.0000,-0.0004,-0.0001
-0.1999,1.8802,1.8417,-0.0129,-0.0010,-2.3293,-35.0715,0.0000,0.0318,0.0318,-0.0020,0.0000,0.0000,-0.0006,-0.0002
-0.1999,2.0565,1.8017,-0.0094,-0.0010,-2.3320,-35.2746,0.0000,0.0340,0.0340,-0.0056,0.0000,0.0000,-0.0006,-0.0002
-0.1999,2.0135,1.7617,-0.0106,-0.0041,-2.3432,-35.4767,0.0000,0.0278,0.0278,-0.0044,0.0000,0.0000,-0.0025,-0.0010
-0.1999,2.0135,1.7217,-0.0081,-0.0041,-2.3417,-35.6990,0.0000,0.0353,0.0353,-0.0096,0.0000,0.0000,-0.0025,-0.0010
-0.2000,2.0135,1.6817,-0.0083,-0.0041,-2.3350,-35.9123,0.0000,0.0477,0.0477,-0.0117,0.0000,0.0000,-0.0025,-0.0010
-0.2000,2.2027,1.6417,-0.0145,-0.0084,-2.3254,-36.1174,0.0000,0.0627,0.0627,-0.0132,0.0000,0.0000,-0.0051,-0.0020
-0.2000,2.1159,1.6017,-0.0147,-0.0084,-2.3329,-36.3100,0.0000,0.0603,0.0603,-0.0143,0.0000,0.0000,-0.0051,-0.0020
-0.2000,2.0345,1.5617,-0.0080,-0.0078,-2.3558,-36.4990,0.0000,0.0422,0.0422,-0.0187,0.0000,0.0000,-0.0047,-0.0019
-0.2000,1.9109,1.5217,-0.0015,-0.0078,-2.3672,-36.6822,0.0000,0.0352,0.0352,-0.0206,0.0000,0.0000,-0.0047,-0.0019
-0.2000,1.8195,1.4817,0.0013,-0.0078,-2.3693,-36.8646,0.0000,0.0376,0.0376,-0.0225,0.0000,0.0000,-0.0047,-0.0019
-0.2000,1.8195,1.4417,-0.0017,-0.0101,-2.3721,-37.0331,0.0000,0.0392,0.0392,-0.0197,0.0000,0.0000,-0.0061,-0.0024
-0.2000,1.8087,1.4017,-0.0016,-0.0101,-2.3823,-37.1892,0.0000,0.0334,0.0334,-0.0185,0.0000,0.0000,-0.0061,-0.0024
-0.2000,1.6706,1.3617,-0.0025,-0.0101,-2.3814,-37.3575,0.0000,0.0389,0.0389,-0.0192,0.0000,0.0000,-0.0061,-0.0024
-0.2000,1.5503,1.3217,0.0033,-0.0068,-2.3908,-37.5354,0.0000,0.0341,0.0341,-0.0220,0.0000,0.0000,-0.0041,-0.0016
-0.2000,1.6685,1.2817,0.0044,-0.0068,-2.3964,-37.7044,0.0000,0.0328,0.0328,-0.0215,0.0000,0.0000,-0.0041,-0.0016
-0.2000,1.7669,1.2417,0.0017,-0.0068,-2.3856,-37.8615,0.0000,0.0476,0.0476,-0.0217,0.0000,0.0000,-0.0041,-0.0016
-0.2000,1.6760,1.2017,0.0001,-0.0030,-2.3831,-38.0272,0.0000,0.0546,0.0546,-0.0186,0.0000,0.0000,-0.0018,-0.0007
-0.2000,1.5619,1.1617,-0.0002,-0.0030,-2.4021,-38.1691,0.0000,0.0396,0.0396,-0.0177,0.0000,0.0000,-0.0018,-0.0007
-0.2000,1.6430,1.1217,0.0022,-0.0030,-2.4170,-38.3134,0.0000,0.0288,0.0288,-0.0175,0.0000,0.0000,-0.0018,-0.0007
-0.2000,1.4184,1.0817,0.0061,0.0020,-2.4217,-38.4500,0.0000,0.0281,0.0281,-0.0136,0.0000,0.0000,0.0012,0.0005
-0.2000,1.4388,1.0417,0.0127,0.0020,-2.4482,-38.5783,0.0000,0.0058,0.0058,-0.0150,0.0000,0.0000,0.0012,0.0005
-0.1999,1.3546,1.0055,0.0161,0.0020,-2.4482,-38.7128,0.0000,0.0102,0.0102,-0.0143,0.0000,0.0000,0.0012,0.0005
-0.1999,1.3003,0.9747,0.0179,0.0020,-2.4530,-38.8171,0.0000,0.0088,0.0088,-0.0135,0.0000,0.0000,0.0012,0.0005
-0.1999,1.3334,0.9485,0.0154,0.0062,-2.4518,-38.9330,0.0000,0.0138,0.0138,-0.0082,0.0000,0.0000,0.0037,0.0015
-0.1996,1.0350,0.9262,0.0087,0.0062,-2.4509,-39.0378,0.0000,0.0185,0.0185,-0.0067,0.0000,0.0000,0.0037,0.0015
-0.1999,1.1502,0.9073,0.0070,0.0062,-2.4615,-39.1507,0.0000,0.0121,0.0121,-0.0062,0.0000,0.0000,0.0037,0.0015
-0.1998,1.0391,0.8912,0.0018,0.0062,-2.4618,-39.2578,0.0000,0.0158,0.0158,-0.0047,0.0000,0.0000,0.0037,0.0015
-0.1999,1.1239,0.8775,-0.0032,0.0062,-2.4618,-39.3512,0.0000,0.0192,0.0192,-0.0040,0.0000,0.0000,0.0037,0.0015
-0.1999,1.0624,0.8659,-0.0080,0.0061,-2.4702,-39.4458,0.0000,0.0143,0.0143,-0.0008,0.0000,0.0000,0.0037,0.0015
-0.2000,0.9258,0.8560,-0.0146,0.0061,-2.4653,-39.5331,0.0000,0.0227,0.0227,-0.0001,0.0000,0.0000,0.0037,0.0015
-0.2000,0.9420,0.8476,-0.0213,0.0061,-2.4650,-39.6205,0.0000,0.0265,0.0265,-0.0002,0.0000,0.0000,0.0037,0.0015
-0.1535,0.8677,0.8405,-0.0280,0.0061,-2.4701,-39.7026,0.0000,0.0246,0.0246,-0.0002,0.0000,0.0000,0.0037,0.0015
-0.1334,0.8665,0.8344,-0.0346,0.0061,-2.4708,-39.7801,0.0000,0.0269,0.0269,-0.0016,0.0000,0.0000,0.0037,0.0015
-0.0570,0.8148,0.8292,-0.0411,0.0061,-2.4707,-39.8430,0.0000,0.0295,0.0295,-0.0025,0.0000,0.0000,0.0037,0.0015
0.1998,0.7681,0.8492,-0.0384,0.0061,-2.4739,-39.9074,0.0000,0.0288,0.0288,-0.0039,0.0000,0.0000,0.0037,0.0015
0.1999,0.6244,0.8692,-0.0368,0.0032,-2.4746,-39.9695,0.0000,0.0306,0.0306,-0.0047,0.0000,0.0000,0.0019,0.0008
0.1999,0.6391,0.8892,-0.0332,0.0032,-2.4742,-40.0361,0.0000,0.0337,0.0337,-0.0063,0.0000,0.0000,0.0019,0.0008
0.1999,0.6151,0.9092,-0.0302,0.0032,-2.4746,-40.0994,0.0000,0.0359,0.0359,-0.0064,0.0000,0.0000,0.0019,0.0008
0.1999,0.6607,0.9292,-0.0235,0.0032,-2.4843,-40.1519,0.0000,0.0284,0.0284,-0.0084,0.0000,0.0000,0.0019,0.0008
0.1999,0.6271,0.9492,-0.0173,0.0032,-2.4839,-40.1983,0.0000,0.0306,0.0306,-0.0090,0.0000,0.0000,0.0019,0.0008
0.1999,0.5312,0.9692,-0.0106,0.0032,-2.4961,-40.2471,0.0000,0.0204,0.0204,-0.0103,0.0000,0.0000,0.0019,0.0008
0.1999,0.4598,0.9892,-0.0039,0.0032,-2.5019,-40.3023,0.0000,0.0168,0.0168,-0.0112,0.0000,0.0000,0.0019,0.0008
0.1999,0.4999,1.0092,0.0009,0.0032,-2.4997,-40.3579,0.0000,0.0213,0.0213,-0.0117,0.0000,0.0000,0.0019,0.0008
0.1999,0.5504,1.0292,0.0004,-0.0011,-2.4978,-40.4250,0.0000,0.0258,0.0258,-0.0153,0.0000,0.0000,-0.0007,-0.0003
0.1999,0.5519,1.0492,0.0047,-0.0011,-2.5054,-40.4979,0.0000,0.0210,0.0210,-0.0161,0.0000,0.0000,-0.0007,-0.0003
-0.1740,0.6637,1.0118,-0.0003,-0.0011,-2.5035,-40.5706,0.0000,0.0257,0.0257,-0.0161,0.0000,0.0000,-0.0007,-0.0003
0.0821,0.7273,0.9801,-0.0070,-0.0011,-2.5010,-40.6483,0.0000,0.0312,0.0312,-0.0163,0.0000,0.0000,-0.0007,-0.0003
0.1533,0.7212,0.9531,-0.0075,-0.0011,-2.5070,-40.7229,0.0000,0.0281,0.0281,-0.0157,0.0000,0.0000,-0.0007,-0.0003
0.1276,0.7714,0.9301,-0.0098,-0.0011,-2.5087,-40.8058,0.0000,0.0296,0.0296,-0.0159,0.0000,0.0000,-0.0007,-0.0003
