u_a,v_real,v_ref,u_delta,delta_d,px,py,theta1,cte,cte_real,epsi,vx,vy,kappa,beta,steer
0.2,0.0001,0.0201,-0.0016,0.0058,15.5373,-4.9244,0,-0.1313,-0.1313,0.0448,0,0,0.0035,0.0014,0.0128
0.2,0.0001,0.0401,-0.0093,0.0058,15.5395,-4.9245,0,-0.1311,-0.1311,0.0449,0,0,0.0035,0.0014,0.0128
0.2,0.0001,0.0601,-0.0177,0.0058,15.5369,-4.9241,0,-0.131,-0.131,0.0441,0,0,0.0035,0.0014,0.0128
0.1999,0.0001,0.0801,-0.0261,0.0058,15.5411,-4.9259,0,-0.1324,-0.1324,0.0457,0,0,0.0035,0.0014,0.0128
0.1998,0.0001,0.1001,-0.0299,0.0058,15.5391,-4.9238,0,-0.1305,-0.1305,0.0457,0,0,0.0035,0.0014,0.0126
0.1998,0.0001,0.1201,-0.0271,0.0058,15.5414,-4.9253,0,-0.1318,-0.1318,0.0446,0,0,0.0035,0.0014,0.0059
0.2,0.0001,0.1401,-0.0216,0.0058,15.5401,-4.9234,0,-0.13,-0.13,0.0452,0,0,0.0035,0.0014,-0.0036
0.2,0.0001,0.1601,-0.0142,0.0058,15.5412,-4.9247,0,-0.1313,-0.1313,0.0446,0,0,0.0035,0.0014,-0.0109
0.2,0.0001,0.1801,-0.0064,0.0058,15.5419,-4.9246,0,-0.1311,-0.1311,0.0446,0,0,0.0035,0.0014,-0.0132
0.2,0.0001,0.2001,0.0012,0.0058,15.534,-4.9245,0,-0.1317,-0.1317,0.0453,0,0,0.0035,0.0014,-0.0113
0.2,0.0001,0.2201,0.009,0.0058,15.535,-4.9256,0,-0.1327,-0.1327,0.0449,0,0,0.0035,0.0014,-0.0064
0.2,0.0782,0.2401,0.0174,0.0058,15.5467,-4.9287,0,-0.1348,-0.1348,0.0456,0,0,0.0035,0.0014,0.0001
0.2,0.0001,0.2601,0.0241,0.0058,15.5453,-4.9279,0,-0.1342,-0.1342,0.0457,0,0,0.0035,0.0014,0.0065
0.2,0.1191,0.2801,0.0325,0.0058,15.546,-4.9176,0,-0.1238,-0.1238,0.0283,0,0,0.0035,0.0014,0.0135
0.2,0.0001,0.3001,0.037,0.0058,15.5449,-4.9226,0,-0.1288,-0.1288,0.0442,0,0,0.0035,0.0014,0.0218
0.2,0.0001,0.3201,0.0409,0.0058,15.5501,-4.9257,0,-0.1316,-0.1316,0.0457,0,0,0.0035,0.0014,0.0287
0.2,0.0001,0.3401,0.0439,0.0058,15.547,-4.9259,0,-0.1319,-0.1319,0.0461,0,0,0.0035,0.0014,0.0347
0.1999,0.0569,0.3601,0.0506,0.0058,15.5635,-4.9268,0,-0.1315,-0.1315,0.0468,0,0,0.0035,0.0014,0.0432
0.1999,0.0001,0.3801,0.0531,0.0058,15.5656,-4.9242,0,-0.1288,-0.1288,0.0469,0,0,0.0035,0.0014,0.0476
0.1999,0.1643,0.4001,0.0598,0.0058,15.5787,-4.9239,0,-0.1274,-0.1274,0.0468,0,0,0.0035,0.0014,0.0513
0.2,0.0001,0.4201,0.0604,0.0058,15.6113,-4.9245,0,-0.1254,-0.1254,0.0472,0,0,0.0035,0.0014,0.054
0.2,0.1303,0.4401,0.054,-0.009,15.636,-4.9228,0,-0.122,-0.122,0.0376,0,0,-0.0054,-0.0022,0.0605
0.2,0.3228,0.4601,0.0624,-0.009,15.6624,-4.9261,0,-0.1234,-0.1234,0.0405,0,0,-0.0054,-0.0022,0.0629
0.1999,0.2461,0.4801,0.0604,-0.009,15.7058,-4.9199,0,-0.1142,-0.1142,0.0394,0,0,-0.0054,-0.0022,0.0692
0.1999,0.2625,0.5001,0.0568,-0.009,15.7296,-4.9196,0,-0.1123,-0.1123,0.0402,0,0,-0.0054,-0.0022,0.0696
0.2,0.4334,0.5201,0.0652,-0.009,15.7831,-4.9192,0,-0.1081,-0.1081,0.0433,0,0,-0.0054,-0.0022,0.0649
