u_a,v_real,v_ref,u_delta,delta_d,px,py,theta1,cte,cte_real,epsi,vx,vy,kappa,beta,steer
-0.0032,2.0336,2.0000,-0.0116,-0.0918,24.5888,-5.6177,0.0000,0.0556,0.0556,-0.0788,0.0000,0.0000,-0.0555,-0.0222,-0.0299
0.1943,1.8715,2.0000,-0.0032,-0.0918,24.7809,-5.6639,0.0000,0.0367,0.0367,-0.0845,0.0000,0.0000,-0.0555,-0.0222,-0.0221
-0.0059,2.0987,2.0000,0.0052,-0.0587,24.9771,-5.7074,0.0000,0.0274,0.0274,-0.0435,0.0000,0.0000,-0.0354,-0.0142,-0.0137
0.0462,1.9596,2.0000,0.0114,-0.0587,25.1764,-5.7559,0.0000,0.0158,0.0158,-0.0432,0.0000,0.0000,-0.0354,-0.0142,-0.0146
-0.0278,2.0342,2.0000,0.0030,-0.1157,25.3934,-5.8108,0.0000,0.0013,0.0013,-0.0406,0.0000,0.0000,-0.0700,-0.0280,-0.0134
-0.0420,2.0342,2.0000,-0.0054,-0.1157,25.5991,-5.8454,0.0000,0.0049,0.0049,-0.0401,0.0000,0.0000,-0.0700,-0.0280,-0.0055
-0.0496,2.0342,2.0000,-0.0138,-0.1157,25.7996,-5.8768,0.0000,0.0107,0.0107,-0.0373,0.0000,0.0000,-0.0700,-0.0280,0.0020
-0.0776,2.0684,2.0000,-0.0222,-0.1223,26.0005,-5.9036,0.0000,0.0318,0.0318,0.0342,0.0000,0.0000,-0.0740,-0.0296,0.0073
-0.0511,2.0132,2.0000,-0.0306,-0.1223,26.1850,-5.9465,0.0000,0.0371,0.0371,0.0304,0.0000,0.0000,-0.0740,-0.0296,0.0069
-0.0322,2.0090,2.0000,-0.0390,-0.1744,26.3907,-5.9815,0.0000,0.0545,0.0545,-0.0213,0.0000,0.0000,-0.1061,-0.0424,-0.0002
0.1439,1.8778,2.0000,-0.0474,-0.1744,26.5838,-6.0244,0.0000,0.0519,0.0519,-0.0276,0.0000,0.0000,-0.1061,-0.0424,-0.0079
-0.0549,2.0697,2.0000,-0.0558,-0.1744,26.7944,-6.0660,0.0000,0.0541,0.0541,-0.0327,0.0000,0.0000,-0.1061,-0.0424,-0.0160
0.0128,1.9609,2.0000,-0.0474,-0.1244,26.9934,-6.1062,0.0000,0.0571,0.0571,0.0421,0.0000,0.0000,-0.0753,-0.0301,-0.0240
-0.1467,2.1279,2.0000,-0.0558,-0.1244,27.1929,-6.1487,0.0000,0.0732,0.0732,0.0341,0.0000,0.0000,-0.0753,-0.0301,-0.0318
-0.0665,2.0115,2.0000,-0.0642,-0.1244,27.4001,-6.2025,0.0000,0.0806,0.0806,0.0247,0.0000,0.0000,-0.0753,-0.0301,-0.0400
-0.0483,2.0204,2.0000,-0.0726,-0.1740,27.6003,-6.2653,0.0000,0.0764,0.0764,0.0059,0.0000,0.0000,-0.1059,-0.0423,-0.0530
-0.1036,2.0823,2.0000,-0.0810,-0.1740,27.7930,-6.3186,0.0000,0.0782,0.0782,-0.0006,0.0000,0.0000,-0.1059,-0.0423,-0.0521
-0.1198,2.0823,2.0000,-0.0894,-0.1740,27.9966,-6.3559,0.0000,0.0983,0.0983,-0.0113,0.0000,0.0000,-0.1059,-0.0423,-0.0534
-0.0283,1.9831,2.0000,-0.0810,-0.1104,28.1882,-6.4117,0.0000,0.1134,0.1134,0.0697,0.0000,0.0000,-0.0668,-0.0267,-0.0615
-0.0585,2.0473,2.0000,-0.0894,-0.1104,28.3747,-6.4735,0.0000,0.1234,0.1234,0.0598,0.0000,0.0000,-0.0668,-0.0267,-0.0691
-0.0044,1.9784,2.0000,-0.0978,-0.1197,28.5615,-6.5416,0.0000,0.1310,0.1310,0.1289,0.0000,0.0000,-0.0725,-0.0290,-0.0773
0.0470,1.9498,2.0000,-0.1062,-0.1197,28.7768,-6.6173,0.0000,0.1571,0.1571,0.1198,0.0000,0.0000,-0.0725,-0.0290,-0.0850
0.0449,1.9744,2.0000,-0.1146,-0.1197,28.9638,-6.6824,0.0000,0.1805,0.1805,0.1075,0.0000,0.0000,-0.0725,-0.0290,-0.0843
-0.1551,2.2643,2.0000,-0.1230,-0.1338,29.1646,-6.7481,0.0000,0.2146,0.2146,0.1313,0.0000,0.0000,-0.0811,-0.0324,-0.0855
0.0066,1.9629,2.0000,-0.1314,-0.1338,29.3546,-6.8205,0.0000,0.2403,0.2403,0.1176,0.0000,0.0000,-0.0811,-0.0324,-0.0925
-0.1291,2.0937,2.0000,-0.1398,-0.1715,29.5384,-6.8960,0.0000,0.2601,0.2601,0.0979,0.0000,0.0000,-0.1043,-0.0417,-0.0999
-0.0724,2.0173,2.0000,-0.1482,-0.1715,29.7315,-6.9777,0.0000,0.2779,0.2779,0.0828,0.0000,0.0000,-0.1043,-0.0417,-0.1076
0.0067,1.9720,2.0000,-0.1566,-0.1715,29.9250,-7.0554,0.0000,0.2994,0.2994,0.0658,0.0000,0.0000,-0.1043,-0.0417,-0.1155
-0.0883,2.0807,2.0000,-0.1650,-0.1882,30.1146,-7.1488,0.0000,0.3117,0.3117,0.1222,0.0000,0.0000,-0.1147,-0.0459,-0.1241
-0.0988,2.0669,2.0000,-0.1734,-0.1882,30.2977,-7.2315,0.0000,0.3385,0.3385,0.1024,0.0000,0.0000,-0.1147,-0.0459,-0.1314
-0.1418,2.0991,2.0000,-0.1818,-0.1882,30.4750,-7.3351,0.0000,0.3445,0.3445,0.0826,0.0000,0.0000,-0.1147,-0.0459,-0.1487
-0.0349,1.9929,2.0000,-0.1902,-0.2265,30.6531,-7.4403,0.0000,0.3481,0.3481,0.0517,0.0000,0.0000,-0.1389,-0.0555,-0.1526
-0.0566,2.0446,2.0000,-0.1986,-0.2265,30.8319,-7.5350,0.0000,0.3602,0.3602,0.0300,0.0000,0.0000,-0.1389,-0.0555,-0.1586
-0.0830,2.0580,2.0000,-0.2070,-0.2265,30.9997,-7.6411,0.0000,0.3570,0.3570,0.0063,0.0000,0.0000,-0.1389,-0.0555,-0.1664
-0.0467,2.0069,2.0000,-0.1986,-0.1484,31.1720,-7.7525,0.0000,0.3663,0.3663,0.0907,0.0000,0.0000,-0.0901,-0.0360,-0.1742
