u_a,v_real,v_ref,u_delta,delta_d,px,py,theta1,cte,cte_real,epsi,vx,vy,kappa,beta,steer
0.2000,0.0001,0.0201,-0.0084,-0.0034,34.0219,-7.1279,0.0000,0.0594,0.0594,0.0382,0.0000,0.0000,-0.0021,-0.0008,0.0013
0.2000,0.0001,0.0401,-0.0164,-0.0034,34.0213,-7.1262,0.0000,0.0608,0.0608,0.0388,0.0000,0.0000,-0.0021,-0.0008,0.0013
0.2000,0.0558,0.0601,-0.0248,-0.0034,34.0191,-7.1285,0.0000,0.0591,0.0591,0.0382,0.0000,0.0000,-0.0021,-0.0008,0.0013
0.2000,0.0001,0.0801,-0.0332,-0.0034,34.0181,-7.1222,0.0000,0.0638,0.0638,0.0381,0.0000,0.0000,-0.0021,-0.0008,0.0013
0.2000,0.0001,0.1001,-0.0409,-0.0034,34.0176,-7.1230,0.0000,0.0630,0.0630,0.0378,0.0000,0.0000,-0.0021,-0.0008,-0.0043
0.2000,0.0624,0.1201,-0.0493,-0.0034,34.0220,-7.1244,0.0000,0.0639,0.0639,0.0376,0.0000,0.0000,-0.0021,-0.0008,-0.0121
0.2000,0.0001,0.1401,-0.0577,-0.0034,34.0214,-7.1225,0.0000,0.0644,0.0644,0.0380,0.0000,0.0000,-0.0021,-0.0008,-0.0207
0.1999,0.0001,0.1601,-0.0660,-0.0034,34.0263,-7.1241,0.0000,0.0641,0.0641,0.0379,0.0000,0.0000,-0.0021,-0.0008,-0.0286
0.1999,0.0001,0.1801,-0.0744,-0.0034,34.0258,-7.1202,0.0000,0.0678,0.0678,0.0380,0.0000,0.0000,-0.0021,-0.0008,-0.0353
0.2000,0.0514,0.2001,-0.0827,-0.0034,34.0236,-7.1177,0.0000,0.0706,0.0706,0.0372,0.0000,0.0000,-0.0021,-0.0008,-0.0471
0.1999,0.0001,0.2201,-0.0909,-0.0034,34.0205,-7.1157,0.0000,0.0707,0.0707,0.0375,0.0000,0.0000,-0.0021,-0.0008,-0.0560
0.2000,0.0001,0.2401,-0.0991,-0.0034,34.0142,-7.1161,0.0000,0.0688,0.0688,0.0371,0.0000,0.0000,-0.0021,-0.0008,-0.0640
0.2000,0.0001,0.2601,-0.1075,-0.0034,34.0055,-7.1135,0.0000,0.0691,0.0691,0.0368,0.0000,0.0000,-0.0021,-0.0008,-0.0701
0.2000,0.0634,0.2801,-0.1159,-0.0034,33.9942,-7.1147,0.0000,0.0661,0.0661,0.0359,0.0000,0.0000,-0.0021,-0.0008,-0.0797
0.2000,0.0902,0.3001,-0.1243,-0.0034,33.9805,-7.1134,0.0000,0.0643,0.0643,0.0348,0.0000,0.0000,-0.0021,-0.0008,-0.0872
0.2000,0.1112,0.3201,-0.1327,-0.0034,33.9699,-7.1148,0.0000,0.0606,0.0606,0.0338,0.0000,0.0000,-0.0021,-0.0008,-0.0944
0.1999,0.1362,0.3401,-0.1411,-0.0034,33.9644,-7.1089,0.0000,0.0652,0.0652,0.0327,0.0000,0.0000,-0.0021,-0.0008,-0.1019
0.1999,0.1070,0.3601,-0.1495,-0.0034,33.9707,-7.1084,0.0000,0.0669,0.0669,0.0331,0.0000,0.0000,-0.0021,-0.0008,-0.1097
0.1999,0.0628,0.3801,-0.1577,-0.0034,33.9747,-7.1052,0.0000,0.0701,0.0701,0.0336,0.0000,0.0000,-0.0021,-0.0008,-0.1186
0.2000,0.0628,0.4001,-0.1661,-0.0034,33.9777,-7.1113,0.0000,0.0650,0.0650,0.0314,0.0000,0.0000,-0.0021,-0.0008,-0.1239
0.2000,0.0001,0.4201,-0.1729,-0.0034,33.9846,-7.1108,0.0000,0.0662,0.0662,0.0327,0.0000,0.0000,-0.0021,-0.0008,-0.1317
0.2000,0.0751,0.4401,-0.1736,-0.0034,33.9892,-7.1126,0.0000,0.0668,0.0668,0.0283,0.0000,0.0000,-0.0021,-0.0008,-0.1374
0.2000,0.0676,0.4601,-0.1693,-0.0034,33.9983,-7.1169,0.0000,0.0648,0.0648,0.0270,0.0000,0.0000,-0.0021,-0.0008,-0.1516
0.2000,0.0001,0.4801,-0.1677,-0.0034,34.0106,-7.1125,0.0000,0.0713,0.0713,0.0285,0.0000,0.0000,-0.0021,-0.0008,-0.1586
0.2000,0.1017,0.5001,-0.1683,-0.0034,34.0291,-7.1177,0.0000,0.0726,0.0726,0.0289,0.0000,0.0000,-0.0021,-0.0008,-0.1687
0.2000,0.1258,0.5201,-0.1625,-0.0034,34.0430,-7.1171,0.0000,0.0770,0.0770,0.0240,0.0000,0.0000,-0.0021,-0.0008,-0.1720
0.1999,0.1907,0.5401,-0.1541,-0.0034,34.0457,-7.1242,0.0000,0.0712,0.0712,0.0173,0.0000,0.0000,-0.0021,-0.0008,-0.1687
0.2000,0.1350,0.5601,-0.1491,-0.0034,34.0565,-7.1217,0.0000,0.0758,0.0758,0.0193,0.0000,0.0000,-0.0021,-0.0008,-0.1663
0.2000,0.0905,0.5801,-0.1491,-0.0034,34.0764,-7.1232,0.0000,0.0793,0.0793,0.0270,0.0000,0.0000,-0.0021,-0.0008,-0.1664
0.2000,0.1075,0.6001,-0.1463,-0.0034,34.0864,-7.1267,0.0000,0.0784,0.0784,0.0215,0.0000,0.0000,-0.0021,-0.0008,-0.1627
0.2000,0.2044,0.6201,-0.1380,-0.0034,34.0942,-7.1341,0.0000,0.0740,0.0740,0.0148,0.0000,0.0000,-0.0021,-0.0008,-0.1577
0.2000,0.1095,0.6401,-0.1356,-0.0034,34.1022,-7.1323,0.0000,0.0769,0.0769,0.0185,0.0000,0.0000,-0.0021,-0.0008,-0.1487
0.2000,0.1121,0.6601,-0.1326,-0.0034,34.1164,-7.1390,0.0000,0.0742,0.0742,0.0175,0.0000,0.0000,-0.0021,-0.0008,-0.1432
0.2000,0.0790,0.6801,-0.1287,-0.0034,34.1272,-7.1433,0.0000,0.0724,0.0724,0.0175,0.0000,0.0000,-0.0021,-0.0008,-0.1423
0.2000,0.1571,0.7001,-0.1243,-0.0034,34.1410,-7.1488,0.0000,0.0712,0.0712,0.0129,0.0000,0.0000,-0.0021,-0.0008,-0.1372
0.2000,0.1167,0.7201,-0.1214,-0.0034,34.1621,-7.1510,0.0000,0.0741,0.0741,0.0136,0.0000,0.0000,-0.0021,-0.0008,-0.1320
0.2000,0.1480,0.7401,-0.1192,-0.0034,34.1802,-7.1527,0.0000,0.0773,0.0773,0.0106,0.0000,0.0000,-0.0021,-0.0008,-0.1287
0.1999,0.2096,0.7601,-0.1131,-0.0034,34.2007,-7.1573,0.0000,0.0782,0.0782,0.0061,0.0000,0.0000,-0.0021,-0.0008,-0.1255
0.1999,0.1796,0.7801,-0.1066,-0.0034,34.2297,-7.1649,0.0000,0.0780,0.0780,0.0052,0.0000,0.0000,-0.0021,-0.0008,-0.1215
0.1999,0.2083,0.8001,-0.1012,-0.0034,34.2687,-7.1764,0.0000,0.0772,0.0772,0.0056,0.0000,0.0000,-0.0021,-0.0008,-0.1180
0.2000,0.2972,0.8201,-0.0928,0.0014,34.3092,-7.1814,0.0000,0.0822,0.0822,-0.0371,0.0000,0.0000,0.0008,0.0003,-0.1155
0.1999,0.4026,0.8401,-0.0844,0.0014,34.3554,-7.1941,0.0000,0.0776,0.0776,-0.0430,0.0000,0.0000,0.0008,0.0003,-0.1108
0.1999,0.4032,0.8601,-0.0760,0.0014,34.3957,-7.2011,0.0000,0.0784,0.0784,-0.0491,0.0000,0.0000,0.0008,0.0003,-0.1073
0.1999,0.4759,0.8801,-0.0676,0.0014,34.4434,-7.2133,0.0000,0.0754,0.0754,-0.0508,0.0000,0.0000,0.0008,0.0003,-0.1027
0.1999,0.4033,0.9001,-0.0592,0.0014,34.4940,-7.2275,0.0000,0.0741,0.0741,-0.0509,0.0000,0.0000,0.0008,0.0003,-0.0966
0.1999,0.4890,0.9201,-0.0508,0.0014,34.5407,-7.2351,0.0000,0.0736,0.0736,-0.0584,0.0000,0.0000,0.0008,0.0003,-0.0898
0.1999,0.5207,0.9401,-0.0424,0.0014,34.6015,-7.2534,0.0000,0.0684,0.0684,-0.0581,0.0000,0.0000,0.0008,0.0003,-0.0806
0.1999,0.4667,0.9601,-0.0342,0.0014,34.6627,-7.2679,0.0000,0.0694,0.0694,-0.0567,0.0000,0.0000,0.0008,0.0003,-0.0715
0.1999,0.6297,0.9801,-0.0258,0.0014,34.7138,-7.2817,0.0000,0.0611,0.0611,-0.0641,0.0000,0.0000,0.0008,0.0003,-0.0640
0.1999,0.6238,1.0001,-0.0174,0.0014,34.7806,-7.3017,0.0000,0.0570,0.0570,-0.0623,0.0000,0.0000,0.0008,0.0003,-0.0552
0.2000,0.5249,1.0201,-0.0090,0.0014,34.8388,-7.3169,0.0000,0.0573,0.0573,-0.0632,0.0000,0.0000,0.0008,0.0003,-0.0443
0.2000,0.6914,1.0401,-0.0174,-0.0194,34.9103,-7.3398,0.0000,0.0528,0.0528,-0.0122,0.0000,0.0000,-0.0117,-0.0047,-0.0340
0.2000,0.5967,1.0601,-0.0258,-0.0194,34.9762,-7.3568,0.0000,0.0551,0.0551,-0.0097,0.0000,0.0000,-0.0117,-0.0047,-0.0241
0.2000,0.7441,1.0801,-0.0342,-0.0194,35.0535,-7.3765,0.0000,0.0563,0.0563,-0.0100,0.0000,0.0000,-0.0117,-0.0047,-0.0189
0.2000,0.6742,1.1001,-0.0360,-0.0194,35.1229,-7.3895,0.0000,0.0614,0.0614,-0.0128,0.0000,0.0000,-0.0117,-0.0047,-0.0087
0.2000,0.7913,1.1201,-0.0352,-0.0194,35.1869,-7.4032,0.0000,0.0636,0.0636,-0.0167,0.0000,0.0000,-0.0117,-0.0047,-0.0127
0.2000,0.6977,1.1401,-0.0342,-0.0194,35.2622,-7.4220,0.0000,0.0666,0.0666,-0.0175,0.0000,0.0000,-0.0117,-0.0047,-0.0212
0.2000,0.6483,1.1601,-0.0288,-0.0194,35.3297,-7.4416,0.0000,0.0644,0.0644,-0.0237,0.0000,0.0000,-0.0117,-0.0047,-0.0291
0.2000,0.7698,1.1801,-0.0204,-0.0194,35.3986,-7.4669,0.0000,0.0566,0.0566,-0.0268,0.0000,0.0000,-0.0117,-0.0047,-0.0314
0.2000,0.6967,1.2001,-0.0120,0.0007,35.4776,-7.4903,0.0000,0.0565,0.0565,-0.0525,0.0000,0.0000,0.0004,0.0002,-0.0308
