%time,field.header.seq,field.header.stamp,field.header.frame_id,field.LLH.x,field.LLH.y,field.LLH.z,field.HorSpeed,field.SpeedDir,field.VerSpeed
1778036386605409087,12623,1778036386605271429,F2008915,24.788893014,120.998341459,105.507,0.03999999910593033,255.63999938964844,-0.029999999329447746
1778036386643170852,12624,1778036386642896910,F2008915,24.788893014,120.998341459,105.507,0.03999999910593033,255.63999938964844,-0.029999999329447746
1778036386643278989,12625,1778036386643090551,F2008915,24.788893014,120.998341459,105.507,0.03999999910593033,255.63999938964844,-0.029999999329447746
1778036386643466207,12626,1778036386643200552,F2008915,24.788893014,120.998341459,105.507,0.03999999910593033,255.63999938964844,-0.029999999329447746
1778036386643517650,12627,1778036386643330058,F2008915,24.788893459,120.998341825,105.606,0.03999999910593033,255.63999938964844,-0.029999999329447746
1778036386676753005,12628,1778036386676588148,F2008915,24.788893459,120.998341825,105.606,0.03999999910593033,25.040000915527344,0.07000000029802322
1778036386676921248,12629,1778036386676776008,F2008915,24.788893459,120.998341825,105.606,0.03999999910593033,25.040000915527344,0.07000000029802322
1778036386676989673,12630,1778036386676884591,F2008915,24.788893459,120.998341825,105.606,0.03999999910593033,25.040000915527344,0.07000000029802322
1778036386714573256,12631,1778036386714302736,F2008915,24.788893459,120.998341825,105.606,0.03999999910593033,25.040000915527344,0.07000000029802322
1778036386714633225,12632,1778036386714451012,F2008915,24.788894798,120.998342277,105.834,0.03999999910593033,25.040000915527344,0.07000000029802322
1778036386714689080,12633,1778036386714553822,F2008915,24.788894798,120.998342277,105.834,0.029999999329447746,47.68000030517578,0.07999999821186066
1778036386714891582,12634,1778036386714683150,F2008915,24.788894798,120.998342277,105.834,0.029999999329447746,47.68000030517578,0.07999999821186066
1778036386748208270,12635,1778036386748020943,F2008915,24.788894798,120.998342277,105.834,0.029999999329447746,47.68000030517578,0.07999999821186066
1778036386748323403,12636,1778036386748190595,F2008915,24.788894798,120.998342277,105.834,0.029999999329447746,47.68000030517578,0.07999999821186066
1778036386748659990,12637,1778036386748286732,F2008915,24.788895319,120.99834241,105.829,0.029999999329447746,47.68000030517578,0.07999999821186066
1778036386785874863,12638,1778036386785682539,F2008915,24.788895319,120.99834241,105.829,0.03999999910593033,302.04998779296875,-0.009999999776482582
1778036386785887307,12639,1778036386785803853,F2008915,24.788895319,120.99834241,105.829,0.03999999910593033,302.04998779296875,-0.009999999776482582
1778036386786035570,12640,1778036386785874370,F2008915,24.788895319,120.99834241,105.829,0.03999999910593033,302.04998779296875,-0.009999999776482582
1778036386786040580,12641,1778036386785937489,F2008915,24.788895319,120.99834241,105.829,0.03999999910593033,302.04998779296875,-0.009999999776482582
1778036386823982233,12642,1778036386823594001,F2008915,24.788895426,120.998341939,105.704,0.03999999910593033,302.04998779296875,-0.009999999776482582
1778036386823995871,12643,1778036386823722397,F2008915,24.788895426,120.998341939,105.704,0.03999999910593033,301.989990234375,-0.07999999821186066
1778036386824006806,12644,1778036386823781136,F2008915,24.788895426,120.998341939,105.704,0.03999999910593033,301.989990234375,-0.07999999821186066
1778036386824275216,12645,1778036386823835854,F2008915,24.788895426,120.998341939,105.704,0.03999999910593033,301.989990234375,-0.07999999821186066
1778036386857361543,12646,1778036386856999112,F2008915,24.788895426,120.998341939,105.704,0.03999999910593033,301.989990234375,-0.07999999821186066
1778036386857375962,12647,1778036386857060193,F2008915,24.788895748,120.998341967,105.723,0.03999999910593033,301.989990234375,-0.07999999821186066
1778036386857385200,12648,1778036386857112376,F2008915,24.788895748,120.998341967,105.723,0.05000000074505806,329.0899963378906,0.0
1778036386894731394,12649,1778036386894665572,F2008915,24.788895748,120.998341967,105.723,0.05000000074505806,329.0899963378906,0.0
1778036386894736217,12650,1778036386894687677,F2008915,24.788895748,120.998341967,105.723,0.05000000074505806,329.0899963378906,0.0
1778036386894737486,12651,1778036386894699410,F2008915,24.788895748,120.998341967,105.723,0.05000000074505806,329.0899963378906,0.0
1778036386894738601,12652,1778036386894715623,F2008915,24.788896606,120.998342225,105.868,0.05000000074505806,329.0899963378906,0.0
1778036386928980645,12653,1778036386928466881,F2008915,24.788896606,120.998342225,105.868,0.009999999776482582,14.550000190734863,-0.009999999776482582
1778036386928996302,12654,1778036386928559769,F2008915,24.788896606,120.998342225,105.868,0.009999999776482582,14.550000190734863,-0.009999999776482582
1778036386929038589,12655,1778036386928614617,F2008915,24.788896606,120.998342225,105.868,0.009999999776482582,14.550000190734863,-0.009999999776482582
1778036386966725062,12656,1778036386966221885,F2008915,24.788896606,120.998342225,105.868,0.009999999776482582,14.550000190734863,-0.009999999776482582
1778036386966741452,12657,1778036386966301594,F2008915,24.788897004,120.998342393,105.916,0.009999999776482582,14.550000190734863,-0.009999999776482582
1778036386966776498,12658,1778036386966380509,F2008915,24.788897004,120.998342393,105.916,0.0,211.27999877929688,0.03999999910593033
1778036386966789120,12659,1778036386966431049,F2008915,24.788897004,120.998342393,105.916,0.0,211.27999877929688,0.03999999910593033
1778036387004034798,12660,1778036387003888664,F2008915,24.788897004,120.998342393,105.916,0.0,211.27999877929688,0.03999999910593033
1778036387004041483,12661,1778036387003937733,F2008915,24.788897004,120.998342393,105.916,0.0,211.27999877929688,0.03999999910593033
1778036387004045167,12662,1778036387003973334,F2008915,24.788897004,120.998342393,105.916,0.0,211.27999877929688,0.03999999910593033
1778036387004059029,12663,1778036387004008176,F2008915,24.788896961,120.998341871,105.727,0.0,211.27999877929688,0.03999999910593033
1778036387037672084,12664,1778036387037571569,F2008915,24.788896961,120.998341871,105.727,0.029999999329447746,274.8800048828125,-0.07000000029802322
1778036387037674273,12665,1778036387037601749,F2008915,24.788896961,120.998341871,105.727,0.029999999329447746,274.8800048828125,-0.07000000029802322
1778036387037681277,12666,1778036387037624606,F2008915,24.788896961,120.998341871,105.727,0.029999999329447746,274.8800048828125,-0.07000000029802322
