%time,field.header.seq,field.header.stamp,field.header.frame_id,field.Mag.x,field.Mag.y,field.Mag.z,field.Accel.x,field.Accel.y,field.Accel.z,field.Gyro.x,field.Gyro.y,field.Gyro.z,field.Temp,field.Vinp,field.Pressure,field.Barometric_Height
1778036348265534566,8333,1778036348265421796,F2008915,-45710.0,-45710.0,-45710.0,0.010621,0.023487,0.945178,-0.32364,-2.33672,-4.17958,28.299999237060547,12.010000228881836,101.52999877929688,100412.0
1778036348299344529,8334,1778036348299018547,F2008915,-45640.0,-45640.0,-45640.0,-0.02707,-0.01054,0.916479,0.02851,2.13374,-4.37797,28.299999237060547,12.069999694824219,101.52999877929688,100412.0
1778036348299363616,8335,1778036348299115943,F2008915,-45480.0,-45480.0,-45480.0,0.029889,0.049739,0.952039,0.21254,3.58368,-4.78526,28.200000762939453,12.039999961853027,101.52999877929688,100412.0
1778036348299374760,8336,1778036348299172223,F2008915,-45700.0,-45700.0,-45700.0,0.031681,0.059412,0.949038,0.06021,1.35637,-4.34009,28.299999237060547,12.020000457763672,101.55999755859375,100412.0
1778036348337004834,8337,1778036348336825331,F2008915,-45440.0,-45440.0,-45440.0,0.031291,-0.010918,0.916536,0.14674,-3.25249,-4.49873,28.200000762939453,12.149999618530273,101.55999755859375,100412.0
1778036348337115533,8338,1778036348336954487,F2008915,-45530.0,-45530.0,-45530.0,0.003703,0.003181,0.942647,0.56271,-5.442,-5.15131,28.299999237060547,12.0600004196167,101.58999633789062,100410.0
1778036348337124073,8339,1778036348337026916,F2008915,-45590.0,-45590.0,-45590.0,0.068016,0.036295,0.987993,0.74357,-1.1794,-4.73319,28.299999237060547,12.079999923706055,101.58999633789062,100410.0
1778036348337413306,8340,1778036348337100515,F2008915,-45400.0,-45400.0,-45400.0,-0.003125,0.020804,1.001547,0.64733,3.43396,-4.10974,28.299999237060547,11.989999771118164,101.58999633789062,100410.0
1778036348374846312,8341,1778036348374493752,F2008915,-45620.0,-45620.0,-45620.0,0.014146,0.000867,0.994357,0.79173,2.2574,-4.38553,28.200000762939453,12.050000190734863,101.58999633789062,100410.0
1778036348374870572,8342,1778036348374635533,F2008915,-45390.0,-45390.0,-45390.0,0.008028,0.052641,1.04125,0.68328,-1.97904,-4.64937,28.200000762939453,12.029999732971191,101.7699966430664,100408.0
1778036348374937336,8343,1778036348374726434,F2008915,-45450.0,-45450.0,-45450.0,0.042151,0.042212,1.033909,0.38634,-2.69598,-4.42184,28.399999618530273,12.0,101.7699966430664,100408.0
1778036348375621627,8344,1778036348374808686,F2008915,-45540.0,-45540.0,-45540.0,0.013502,0.00583,1.002709,0.29152,-1.74722,-4.57111,28.299999237060547,12.050000190734863,101.83999633789062,100408.0
1778036348408703113,8345,1778036348408211740,F2008915,-45320.0,-45320.0,-45320.0,0.062976,0.05093,1.028623,0.2327,-0.35728,-4.83554,28.299999237060547,12.119999885559082,101.83999633789062,100408.0
1778036348408735381,8347,1778036348408334958,F2008915,-45360.0,-45360.0,-45360.0,-0.041116,0.059849,1.046251,-0.46346,1.13837,-4.11872,28.299999237060547,12.029999732971191,101.93000030517578,100406.0
1778036348446210464,8348,1778036348445923507,F2008915,-45380.0,-45380.0,-45380.0,-0.002489,0.08631,1.064988,-0.80143,-1.36424,-4.99751,28.200000762939453,12.149999618530273,101.93000030517578,100406.0
1778036348446230706,8350,1778036348445992769,F2008915,-45370.0,-45370.0,-45370.0,0.02523,-0.001089,1.008527,-1.90839,0.07236,-4.34352,28.200000762939453,12.079999923706055,101.95999908447266,100406.0
1778036348446235688,8351,1778036348446016798,F2008915,-45600.0,-45600.0,-45600.0,-0.005941,-0.057668,0.96413,-1.44973,1.51345,-4.66955,28.299999237060547,12.029999732971191,101.95999908447266,100406.0
1778036348484158610,8352,1778036348483649653,F2008915,-45410.0,-45410.0,-45410.0,0.013129,-0.054741,0.959212,-0.85962,1.05513,-4.60787,28.399999618530273,12.0600004196167,101.93000030517578,100406.0
1778036348484171577,8353,1778036348483739923,F2008915,-45350.0,-45350.0,-45350.0,-0.009686,-0.067669,0.932391,-0.13373,1.12584,-4.39632,28.399999618530273,12.100000381469727,101.93000030517578,100406.0
1778036348484176917,8354,1778036348483792811,F2008915,-45550.0,-45550.0,-45550.0,0.022323,-0.027959,0.930592,0.52487,-1.46615,-4.6587,28.299999237060547,12.15999984741211,101.95999908447266,100406.0
1778036348484258571,8355,1778036348483875327,F2008915,-45250.0,-45250.0,-45250.0,-0.003191,0.039436,0.983799,0.49175,-2.22217,-5.00322,28.299999237060547,12.119999885559082,101.95999908447266,100406.0
1778036348517760826,8356,1778036348517293034,F2008915,-45460.0,-45460.0,-45460.0,0.006624,0.001977,0.968173,0.34723,0.4535,-5.02125,28.200000762939453,12.109999656677246,102.0199966430664,100406.0
1778036348517782315,8357,1778036348517352089,F2008915,-45350.0,-45350.0,-45350.0,0.030454,-0.03892,0.961715,0.69402,2.18493,-5.20085,28.200000762939453,12.149999618530273,102.0199966430664,100406.0
1778036348517791142,8358,1778036348517402384,F2008915,-45180.0,-45180.0,-45180.0,0.032338,0.004984,0.988534,1.2473,-0.13609,-5.31402,28.299999237060547,12.140000343322754,102.05000305175781,100406.0
1778036348555559189,8359,1778036348555057226,F2008915,-45470.0,-45470.0,-45470.0,0.021367,0.038402,1.021209,1.42069,-1.5238,-5.07955,28.200000762939453,12.109999656677246,102.05000305175781,100406.0
1778036348555569440,8360,1778036348555131457,F2008915,-45280.0,-45280.0,-45280.0,-0.028976,0.047328,1.039095,1.39822,-1.21693,-5.18921,28.399999618530273,12.0600004196167,102.08000183105469,100404.0
1778036348555573793,8361,1778036348555179793,F2008915,-45390.0,-45390.0,-45390.0,0.012377,0.072717,1.044745,1.16674,-0.6357,-5.44215,28.299999237060547,12.050000190734863,102.08000183105469,100404.0
1778036348555697261,8362,1778036348555257924,F2008915,-45330.0,-45330.0,-45330.0,0.024535,0.070612,1.036685,0.72157,1.19329,-5.23793,28.200000762939453,12.100000381469727,102.0199966430664,100406.0
1778036348589072004,8363,1778036348588788540,F2008915,-45100.0,-45100.0,-45100.0,0.034118,0.007432,0.989483,0.54731,1.51219,-5.273,28.299999237060547,12.029999732971191,102.0199966430664,100406.0
1778036348589083830,8364,1778036348588910501,F2008915,-45280.0,-45280.0,-45280.0,0.063243,0.025649,0.992952,0.68895,0.41047,-5.38268,28.299999237060547,12.140000343322754,101.98999786376953,100406.0
1778036348589169675,8365,1778036348588991326,F2008915,-45040.0,-45040.0,-45040.0,0.049536,0.073147,1.037548,0.56158,-1.13893,-4.73839,28.299999237060547,12.039999961853027,101.98999786376953,100406.0
1778036348626957719,8366,1778036348626490343,F2008915,-45080.0,-45080.0,-45080.0,-0.018061,0.043396,1.018398,0.2365,-0.4412,-4.46948,28.200000762939453,12.100000381469727,101.98999786376953,100406.0
1778036348626966656,8367,1778036348626575296,F2008915,-45120.0,-45120.0,-45120.0,-0.024416,0.022078,1.007995,0.13137,-1.61104,-5.04482,28.399999618530273,12.130000114440918,101.98999786376953,100406.0
1778036348626973423,8368,1778036348626631624,F2008915,-44830.0,-44830.0,-44830.0,0.0738,0.06746,1.002514,0.09415,-0.38587,-5.09277,28.299999237060547,12.130000114440918,101.95999908447266,100406.0
1778036348627028817,8369,1778036348626701164,F2008915,-45070.0,-45070.0,-45070.0,0.021315,0.045899,0.970397,-0.24586,1.03499,-4.4795,28.100000381469727,12.050000190734863,101.95999908447266,100406.0
1778036348664728584,8370,1778036348664289868,F2008915,-44940.0,-44940.0,-44940.0,0.009769,-0.036444,0.881942,0.10253,3.63177,-4.43768,28.200000762939453,12.020000457763672,101.95999908447266,100406.0
1778036348664745912,8372,1778036348664395226,F2008915,-45040.0,-45040.0,-45040.0,0.057974,0.006367,0.956721,1.25595,-2.63476,-4.51486,28.200000762939453,12.079999923706055,101.93000030517578,100406.0
1778036348664753082,8373,1778036348664473510,F2008915,-44840.0,-44840.0,-44840.0,-0.023933,0.01222,0.981239,1.36517,-4.54017,-4.26289,28.200000762939453,12.079999923706055,101.93000030517578,100406.0
1778036348698227496,8374,1778036348697883628,F2008915,-45010.0,-45010.0,-45010.0,-0.029323,0.008473,1.012799,1.45378,-0.84709,-4.57181,28.299999237060547,12.079999923706055,101.9000015258789,100408.0
1778036348698251412,8376,1778036348697971034,F2008915,-44830.0,-44830.0,-44830.0,0.013341,0.000368,1.015057,1.26774,1.70035,-4.32294,28.299999237060547,12.0600004196167,101.87000274658203,100408.0
1778036348736352325,8377,1778036348735715900,F2008915,-44980.0,-44980.0,-44980.0,0.001707,-0.046265,0.985078,1.51419,-1.59406,-4.86316,28.399999618530273,12.100000381469727,101.87000274658203,100408.0
1778036348736374699,8378,1778036348735806986,F2008915,-44640.0,-44640.0,-44640.0,0.028115,-0.056606,0.994207,1.92027,-3.61063,-5.23542,28.299999237060547,12.0,101.87000274658203,100408.0
1778036348736384737,8379,1778036348735904196,F2008915,-44830.0,-44830.0,-44830.0,0.033854,-0.038948,1.001817,2.19616,-1.06584,-5.15539,28.399999618530273,12.039999961853027,101.87000274658203,100408.0
1778036348736395250,8380,1778036348735956110,F2008915,-44800.0,-44800.0,-44800.0,-0.063267,-0.070411,0.979376,2.51848,-0.08772,-5.28507,28.299999237060547,12.0600004196167,101.80000305175781,100408.0
1778036348773954087,8381,1778036348773443668,F2008915,-44620.0,-44620.0,-44620.0,-0.015956,-0.067489,0.957614,3.05059,0.43184,-5.99684,28.299999237060547,12.0600004196167,101.80000305175781,100408.0
1778036348773995931,8382,1778036348773539340,F2008915,-44860.0,-44860.0,-44860.0,0.000409,-0.015641,0.998173,3.50598,-2.29766,-6.40767,28.399999618530273,12.130000114440918,101.73999786376953,100408.0
1778036348774067068,8383,1778036348773596668,F2008915,-44670.0,-44670.0,-44670.0,0.012111,-0.009032,1.004801,3.72567,-0.17866,-6.41228,28.299999237060547,12.050000190734863,101.73999786376953,100408.0
1778036348774078326,8384,1778036348773652298,F2008915,-44730.0,-44730.0,-44730.0,-0.000937,0.040778,1.040136,3.8148,-1.1072,-6.8417,28.299999237060547,12.010000228881836,101.7699966430664,100408.0
1778036348807694589,8385,1778036348807147213,F2008915,-44750.0,-44750.0,-44750.0,0.064018,0.113954,1.076348,3.44141,1.66492,-6.81403,28.299999237060547,12.09000015258789,101.7699966430664,100408.0
1778036348807711556,8386,1778036348807239257,F2008915,-44540.0,-44540.0,-44540.0,0.077529,0.104624,1.067198,2.82198,0.82647,-6.30841,28.299999237060547,12.100000381469727,101.72000122070312,100410.0
1778036348807716664,8387,1778036348807296133,F2008915,-44720.0,-44720.0,-44720.0,0.081364,0.180308,1.102592,2.30942,-1.39357,-6.25507,28.399999618530273,12.170000076293945,101.72000122070312,100410.0
1778036348845303087,8388,1778036348844807511,F2008915,-44460.0,-44460.0,-44460.0,0.074269,0.284879,1.161593,0.81344,-2.29428,-5.96776,28.200000762939453,12.029999732971191,101.6500015258789,100410.0
1778036348845313743,8390,1778036348844924558,F2008915,-44770.0,-44770.0,-44770.0,0.052974,0.137894,1.095595,-1.90027,2.11062,-5.10107,28.299999237060547,12.09000015258789,101.62000274658203,100410.0
1778036348845318838,8391,1778036348844977597,F2008915,-44550.0,-44550.0,-44550.0,0.168159,0.260996,1.107765,-2.71147,-0.1464,-3.87198,28.200000762939453,12.09000015258789,101.62000274658203,100410.0
1778036348878700103,8392,1778036348878478144,F2008915,-44730.0,-44730.0,-44730.0,0.099967,0.300855,1.024745,-4.74636,0.68205,-1.85621,28.299999237060547,12.119999885559082,101.62000274658203,100410.0
1778036348878703413,8394,1778036348878518472,F2008915,-44590.0,-44590.0,-44590.0,-0.074413,-0.266875,0.76839,-4.34268,-4.52964,-3.39162,28.200000762939453,12.079999923706055,101.62000274658203,100410.0
1778036348916943670,8395,1778036348916254444,F2008915,-44740.0,-44740.0,-44740.0,-0.036657,-0.40546,0.770988,-1.53704,-4.9392,-3.3898,28.200000762939453,12.020000457763672,101.62000274658203,100410.0
1778036348916951938,8396,1778036348916315828,F2008915,-44590.0,-44590.0,-44590.0,-0.04212,-0.315611,0.795152,2.49946,0.05254,-3.05859,28.299999237060547,12.079999923706055,101.55999755859375,100412.0
1778036348916956209,8397,1778036348916367572,F2008915,-44700.0,-44700.0,-44700.0,-0.140882,0.070522,0.954544,4.01744,-0.60941,-3.39056,28.299999237060547,12.069999694824219,101.55999755859375,100412.0
1778036348916961834,8398,1778036348916450953,F2008915,-44470.0,-44470.0,-44470.0,-0.178175,0.023975,0.95931,2.78795,-2.21193,-4.51397,28.299999237060547,12.109999656677246,101.51000213623047,100412.0
1778036348954503007,8399,1778036348954085965,F2008915,-44420.0,-44420.0,-44420.0,-0.057279,-0.126486,0.86914,3.08831,-1.40158,-6.62336,28.200000762939453,11.989999771118164,101.51000213623047,100412.0
1778036348954516247,8400,1778036348954171929,F2008915,-44610.0,-44610.0,-44610.0,0.149371,-0.016435,1.002735,3.77279,-11.14519,-6.8184,28.299999237060547,12.09000015258789,101.51000213623047,100412.0
1778036348954521779,8401,1778036348954220343,F2008915,-44320.0,-44320.0,-44320.0,-0.006233,-0.048151,1.031157,4.19218,-6.42871,-5.69746,28.5,12.109999656677246,101.51000213623047,100412.0
1778036348954547585,8402,1778036348954265312,F2008915,-44480.0,-44480.0,-44480.0,-0.064874,-0.080077,1.025986,5.24832,-2.10076,-6.3672,28.200000762939453,12.100000381469727,101.52999877929688,100412.0
1778036348987736779,8403,1778036348987618787,F2008915,-44450.0,-44450.0,-44450.0,0.115478,0.159078,1.113614,5.34223,5.44424,-7.56922,28.399999618530273,12.09000015258789,101.52999877929688,100412.0
1778036348987742993,8405,1778036348987657380,F2008915,-44350.0,-44350.0,-44350.0,0.052442,0.266703,1.200708,1.20383,-6.27589,-6.08516,28.200000762939453,12.029999732971191,101.52999877929688,100412.0
1778036349025938201,8406,1778036349025462504,F2008915,-44120.0,-44120.0,-44120.0,-0.033126,0.102017,1.087985,-0.14778,0.93277,-6.64424,28.200000762939453,12.100000381469727,101.52999877929688,100412.0
1778036349025981664,8407,1778036349025536762,F2008915,-44110.0,-44110.0,-44110.0,0.188035,0.075364,1.079156,-0.42943,3.42218,-6.93029,28.200000762939453,12.039999961853027,101.52999877929688,100412.0
1778036349025992388,8408,1778036349025596281,F2008915,-44010.0,-44010.0,-44010.0,0.185154,0.046703,1.030323,-0.30371,-0.30441,-5.67473,28.299999237060547,11.979999542236328,101.62000274658203,100410.0
1778036349026001173,8409,1778036349025651926,F2008915,-43820.0,-43820.0,-43820.0,0.089022,0.097192,1.004504,-0.51492,2.02286,-5.43618,28.200000762939453,12.109999656677246,101.62000274658203,100410.0
1778036349059648822,8410,1778036349059089288,F2008915,-44090.0,-44090.0,-44090.0,0.050341,0.046801,0.961927,-0.87061,1.93682,-6.10127,28.299999237060547,12.020000457763672,101.58999633789062,100410.0
1778036349059671757,8411,1778036349059148765,F2008915,-43830.0,-43830.0,-43830.0,0.113702,0.019448,0.955942,-0.42643,5.43426,-5.78127,28.200000762939453,12.079999923706055,101.58999633789062,100410.0
1778036349059681445,8412,1778036349059198895,F2008915,-43860.0,-43860.0,-43860.0,0.058413,0.202218,1.040867,-0.51268,2.15522,-4.46247,28.299999237060547,12.0600004196167,101.62000274658203,100410.0
1778036349097893699,8413,1778036349096984843,F2008915,-43990.0,-43990.0,-43990.0,0.043148,0.209509,1.034368,-1.80159,-0.74054,-3.87169,28.200000762939453,12.140000343322754,101.62000274658203,100410.0
1778036349098032811,8416,1778036349097288418,F2008915,-43860.0,-43860.0,-43860.0,0.0527,0.053927,1.01287,-3.18718,3.19988,-4.21786,28.299999237060547,11.989999771118164,101.55999755859375,100412.0
1778036349135138642,8417,1778036349134598740,F2008915,-43770.0,-43770.0,-43770.0,0.021016,0.073908,0.99892,-2.88643,5.0469,-3.82756,28.200000762939453,12.0600004196167,101.55999755859375,100412.0
1778036349135152544,8419,1778036349134691363,F2008915,-43650.0,-43650.0,-43650.0,-0.08229,0.04992,0.996932,-3.61153,-2.81111,-4.65842,28.299999237060547,12.100000381469727,101.55999755859375,100412.0
1778036349135160304,8420,1778036349134733272,F2008915,-43830.0,-43830.0,-43830.0,0.097626,0.088554,1.044475,-3.75895,-4.17003,-4.65315,28.399999618530273,12.020000457763672,101.52999877929688,100412.0
1778036349168384425,8421,1778036349168260923,F2008915,-43690.0,-43690.0,-43690.0,0.030868,0.072047,1.034528,-4.04596,-1.34175,-3.50274,28.299999237060547,12.050000190734863,101.52999877929688,100412.0
1778036349168390989,8423,1778036349168320068,F2008915,-43820.0,-43820.0,-43820.0,-0.046517,-0.019255,1.022026,-3.76366,-1.03898,-3.95014,28.299999237060547,12.119999885559082,101.55999755859375,100412.0
1778036349206645279,8424,1778036349206100514,F2008915,-43480.0,-43480.0,-43480.0,0.089952,0.111158,1.051033,-3.90117,-1.51089,-4.15099,28.299999237060547,12.069999694824219,101.58999633789062,100410.0
1778036349206735622,8425,1778036349206221315,F2008915,-43610.0,-43610.0,-43610.0,0.06856,0.001275,1.008299,-4.93769,-1.98099,-3.44981,28.399999618530273,12.100000381469727,101.58999633789062,100410.0
1778036349206750196,8426,1778036349206361413,F2008915,-43560.0,-43560.0,-43560.0,-0.039725,-0.249155,0.890636,-4.06478,-0.40132,-4.28784,28.399999618530273,12.050000190734863,101.62000274658203,100410.0
1778036349206788987,8427,1778036349206456586,F2008915,-43350.0,-43350.0,-43350.0,0.087668,-0.248333,0.930429,-1.75379,-1.74628,-5.31541,28.299999237060547,12.050000190734863,101.62000274658203,100410.0
1778036349244077245,8428,1778036349243856065,F2008915,-43620.0,-43620.0,-43620.0,0.121149,-0.098579,1.089875,0.24296,0.79875,-5.13183,28.299999237060547,12.0600004196167,101.58999633789062,100410.0
1778036349244119754,8429,1778036349243949985,F2008915,-43520.0,-43520.0,-43520.0,0.204321,0.103902,1.142534,1.14361,2.85148,-4.69129,28.299999237060547,12.0600004196167,101.58999633789062,100410.0
1778036349244129463,8430,1778036349244007355,F2008915,-43580.0,-43580.0,-43580.0,0.125423,0.338373,1.211057,-0.356,1.91173,-4.83833,28.299999237060547,12.039999961853027,101.55999755859375,100412.0
1778036349244454347,8431,1778036349244059053,F2008915,-43520.0,-43520.0,-43520.0,0.063261,0.362644,1.212936,-3.62435,0.68735,-5.30683,28.299999237060547,12.149999618530273,101.55999755859375,100412.0
1778036349277947441,8432,1778036349277531069,F2008915,-43280.0,-43280.0,-43280.0,0.165739,0.188027,1.05991,-5.57534,7.59496,-5.29478,28.299999237060547,12.029999732971191,101.62999725341797,100410.0
1778036349277994750,8433,1778036349277628642,F2008915,-43600.0,-43600.0,-43600.0,0.242308,0.162556,1.037276,-6.31997,3.38074,-4.79357,28.299999237060547,12.0,101.62999725341797,100410.0
1778036349278008741,8434,1778036349277686376,F2008915,-43410.0,-43410.0,-43410.0,0.107024,0.048517,0.957768,-6.64641,0.88258,-3.13365,28.299999237060547,12.079999923706055,101.69000244140625,100410.0
1778036349315378727,8435,1778036349315232195,F2008915,-43480.0,-43480.0,-43480.0,0.01429,0.014634,0.883446,-6.03526,4.09078,-2.57054,28.299999237060547,12.0,101.69000244140625,100410.0
1778036349315388655,8436,1778036349315272388,F2008915,-43650.0,-43650.0,-43650.0,-0.003527,0.098395,0.933403,-5.94967,4.04104,-3.01754,28.200000762939453,12.029999732971191,101.62000274658203,100410.0
1778036349315448493,8437,1778036349315306435,F2008915,-43290.0,-43290.0,-43290.0,-0.079055,0.141145,0.883491,-6.46635,3.67466,-3.03002,28.299999237060547,12.170000076293945,101.62000274658203,100410.0
1778036349315455787,8438,1778036349315339898,F2008915,-43440.0,-43440.0,-43440.0,-0.198386,0.048001,0.852366,-6.72192,2.42234,-1.59506,28.299999237060547,12.069999694824219,101.62000274658203,100410.0
1778036349349225104,8439,1778036349348961014,F2008915,-43370.0,-43370.0,-43370.0,-0.200902,-0.054155,0.706435,-6.65005,2.60138,0.43836,28.399999618530273,12.100000381469727,101.62000274658203,100410.0
1778036349349255413,8440,1778036349349101450,F2008915,-43230.0,-43230.0,-43230.0,-0.337882,-0.195398,0.54831,-5.50952,-4.48748,1.22909,28.299999237060547,12.069999694824219,101.58999633789062,100410.0
1778036349349347836,8441,1778036349349200959,F2008915,-43360.0,-43360.0,-43360.0,-0.125088,-0.443262,0.385097,-1.91156,-0.81098,-2.28815,28.200000762939453,12.079999923706055,101.58999633789062,100410.0
1778036349387191493,8442,1778036349386724945,F2008915,-43190.0,-43190.0,-43190.0,-0.157552,-0.13142,0.768936,0.98252,-3.21186,-10.95361,28.299999237060547,12.09000015258789,101.55999755859375,100412.0
1778036349387229711,8443,1778036349386852444,F2008915,-43360.0,-43360.0,-43360.0,-0.346199,0.11047,1.05318,2.31581,0.03532,-14.42681,28.200000762939453,12.020000457763672,101.55999755859375,100412.0
1778036349387239997,8444,1778036349386977431,F2008915,-43200.0,-43200.0,-43200.0,0.521148,0.294809,1.475996,1.88559,0.12254,-8.85,28.299999237060547,12.109999656677246,101.55999755859375,100412.0
1778036349387498399,8445,1778036349387118889,F2008915,-43060.0,-43060.0,-43060.0,-0.183898,0.266336,1.481844,-1.97937,-10.00032,-2.86672,28.200000762939453,12.069999694824219,101.55999755859375,100412.0
1778036349425019984,8446,1778036349424426338,F2008915,-43270.0,-43270.0,-43270.0,-0.282085,0.027012,1.216081,-2.98789,-3.42248,-2.43909,28.299999237060547,12.010000228881836,101.62000274658203,100410.0
1778036349425045139,8447,1778036349424519648,F2008915,-42920.0,-42920.0,-42920.0,-0.070982,0.095502,1.275347,-4.09818,-12.14267,-6.42735,28.299999237060547,12.0600004196167,101.62000274658203,100410.0
1778036349425069015,8449,1778036349424630845,F2008915,-43110.0,-43110.0,-43110.0,0.260787,0.103586,1.191559,-5.90744,8.37758,-4.35696,28.299999237060547,12.050000190734863,101.62000274658203,100410.0
1778036349458628606,8450,1778036349458060032,F2008915,-42840.0,-42840.0,-42840.0,0.188328,-0.026951,1.149485,-6.15811,1.5239,-2.35934,28.299999237060547,11.979999542236328,101.62000274658203,100410.0
1778036349458678405,8451,1778036349458120633,F2008915,-43040.0,-43040.0,-43040.0,-0.242168,-0.089747,1.067406,-5.45734,-5.32846,-2.0158,28.299999237060547,12.079999923706055,101.62000274658203,100410.0
1778036349458694999,8452,1778036349458190837,F2008915,-42890.0,-42890.0,-42890.0,-0.04211,0.057302,1.093349,-5.21073,-0.81354,-4.20554,28.299999237060547,12.069999694824219,101.68000030517578,100410.0
1778036349496085287,8453,1778036349495830986,F2008915,-43010.0,-43010.0,-43010.0,0.267353,0.108299,1.027108,-5.61338,-11.7949,-5.08083,28.200000762939453,12.100000381469727,101.68000030517578,100410.0
1778036349496096249,8454,1778036349495895376,F2008915,-43060.0,-43060.0,-43060.0,0.032581,0.1585,1.062386,-6.34384,-6.08847,-3.96297,28.200000762939453,12.010000228881836,101.68000030517578,100410.0
1778036349496100509,8455,1778036349495939504,F2008915,-42910.0,-42910.0,-42910.0,0.292678,0.089385,0.954675,-7.2109,9.86711,-3.70648,28.399999618530273,12.010000228881836,101.68000030517578,100410.0
1778036349496111151,8456,1778036349495981929,F2008915,-43200.0,-43200.0,-43200.0,-0.10184,-0.023525,0.962212,-7.31753,8.9543,-3.29988,28.200000762939453,12.119999885559082,101.73999786376953,100408.0
1778036349534192248,8457,1778036349533595259,F2008915,-42900.0,-42900.0,-42900.0,0.01537,-0.168328,0.814144,-6.38542,10.52393,-2.73166,28.200000762939453,12.09000015258789,101.73999786376953,100408.0
1778036349534212970,8458,1778036349533713042,F2008915,-42880.0,-42880.0,-42880.0,0.074771,-0.191964,0.772181,-5.44945,-7.64959,-3.06221,28.299999237060547,12.010000228881836,101.73999786376953,100408.0
1778036349534228287,8459,1778036349533903335,F2008915,-43120.0,-43120.0,-43120.0,0.026651,-0.193915,0.686952,-4.20016,-8.81468,-3.76856,28.200000762939453,12.100000381469727,101.73999786376953,100408.0
1778036349534257085,8460,1778036349534001332,F2008915,-42840.0,-42840.0,-42840.0,-0.069968,-0.228239,0.642459,-2.77655,-7.71196,-3.86764,28.200000762939453,12.100000381469727,101.70999908447266,100410.0
1778036349567726809,8461,1778036349567307041,F2008915,-43080.0,-43080.0,-43080.0,0.098051,-0.174105,0.621867,-1.07643,9.89812,-4.80546,28.200000762939453,12.0600004196167,101.70999908447266,100410.0
1778036349567746830,8462,1778036349567426384,F2008915,-43070.0,-43070.0,-43070.0,0.085016,-0.091227,0.723265,0.43693,7.40602,-4.93482,28.399999618530273,12.09000015258789,101.68000030517578,100410.0
1778036349567754361,8463,1778036349567574422,F2008915,-42960.0,-42960.0,-42960.0,-0.009956,-0.048615,0.763417,1.48808,1.40657,-4.18188,28.299999237060547,11.979999542236328,101.68000030517578,100410.0
1778036349605208571,8464,1778036349604967562,F2008915,-43070.0,-43070.0,-43070.0,-0.041082,-0.00584,0.822039,1.80243,-8.3166,-4.10452,28.200000762939453,12.0600004196167,101.6500015258789,100410.0
1778036349605223014,8465,1778036349605032653,F2008915,-42890.0,-42890.0,-42890.0,-0.123591,-0.032587,0.822142,2.07715,-0.02495,-5.06256,28.399999618530273,12.079999923706055,101.6500015258789,100410.0
1778036349605230246,8466,1778036349605087843,F2008915,-43070.0,-43070.0,-43070.0,0.13585,-0.058944,0.805896,3.04831,-0.78924,-5.29549,28.200000762939453,12.020000457763672,101.68000030517578,100410.0
1778036349605236934,8467,1778036349605133019,F2008915,-42980.0,-42980.0,-42980.0,0.07864,-0.025546,0.886407,3.71054,0.9442,-4.74443,28.200000762939453,12.09000015258789,101.68000030517578,100410.0
1778036349639127007,8468,1778036349638722281,F2008915,-42870.0,-42870.0,-42870.0,0.010878,-0.064467,0.869058,4.02787,1.14374,-4.35544,28.299999237060547,12.100000381469727,101.6500015258789,100410.0
1778036349639150562,8469,1778036349638835795,F2008915,-43190.0,-43190.0,-43190.0,-0.098958,-0.068526,0.937737,4.47362,1.17756,-4.66525,28.200000762939453,12.079999923706055,101.6500015258789,100410.0
1778036349639161939,8470,1778036349638963269,F2008915,-42940.0,-42940.0,-42940.0,0.002371,0.04852,0.980471,4.53597,3.83429,-4.88816,28.200000762939453,12.020000457763672,101.6500015258789,100410.0
1778036349676545480,8471,1778036349676406588,F2008915,-43060.0,-43060.0,-43060.0,0.02301,0.100746,1.029645,3.68654,-6.01619,-5.15866,28.200000762939453,12.039999961853027,101.6500015258789,100410.0
1778036349676565476,8472,1778036349676457088,F2008915,-43170.0,-43170.0,-43170.0,-0.072347,0.083091,1.091761,2.8094,-7.36834,-5.82294,28.200000762939453,12.100000381469727,101.62000274658203,100410.0
1778036349676570439,8473,1778036349676493496,F2008915,-42970.0,-42970.0,-42970.0,0.191605,0.169184,1.213479,2.29342,-0.61271,-5.89546,28.299999237060547,12.130000114440918,101.62000274658203,100410.0
1778036349676964346,8474,1778036349676542970,F2008915,-43190.0,-43190.0,-43190.0,0.112546,0.254974,1.40108,0.59712,5.16793,-4.70568,28.299999237060547,12.109999656677246,101.58999633789062,100410.0
1778036349714758699,8475,1778036349714211381,F2008915,-43120.0,-43120.0,-43120.0,0.197075,0.225961,1.422268,-1.0273,7.2624,-4.29572,28.200000762939453,12.119999885559082,101.58999633789062,100410.0
1778036349714780235,8476,1778036349714379746,F2008915,-43160.0,-43160.0,-43160.0,0.244719,0.25026,1.462532,-3.21168,-4.21921,-4.61167,28.200000762939453,12.109999656677246,101.62000274658203,100410.0
1778036349714790421,8477,1778036349714480368,F2008915,-43170.0,-43170.0,-43170.0,0.00067,0.199547,1.421477,-4.91277,-2.50617,-4.48006,28.200000762939453,12.130000114440918,101.62000274658203,100410.0
