x,y
23.1938972473145,-4.35344648361206
23.865140260180574,-4.551510677016784
24.539964926098897,-4.737102067044978
25.220336495410688,-4.90117483096507
25.89545477933834,-5.082724753879064
26.577534562181324,-5.239672349760878
27.26055384012466,-5.392447707796665
27.94078770838714,-5.557043865384488
28.61844310653225,-5.7305122544263485
29.302379430859833,-5.879074883132879
29.99111213932317,-6.003618775798129
30.67495622673824,-6.151748175880577
31.35833583976622,-6.303158575632852
32.03650922726404,-6.47577619715808
32.718664385339956,-6.632659420798251
33.4031230945587,-6.779056390272858
34.083024792934935,-6.944923752750744
34.758737867978994,-7.126525772500181
35.437597426297,-7.297192152331127
36.11813609589192,-7.460291353157347
36.797354468587834,-7.628600129621877
37.47797843921606,-7.79147904122743
38.15993287588211,-7.947045786226837
38.828733320844236,-8.152820792341918
39.50712455878655,-8.324744591200464
40.17003294390272,-8.549533505410912
40.84712263620462,-8.726049909844729
41.508233218153485,-8.955487919715097
42.16873730469558,-9.18547962528925
42.830007589763206,-9.414369426481885
43.47823085738811,-9.678267743792825
44.13501624023113,-9.920276979646214
44.78270253187349,-10.185417316854892
45.429205828362846,-10.453755545946256
46.07427232389108,-10.724146613987832
46.712135017350555,-11.012455756027032
47.34642623536199,-11.308517196303777
47.97566791740531,-11.615193327972245
48.59798880511996,-11.935626221902808
49.210676731508364,-12.274130538739035
49.82676568937637,-12.606329787160309
50.43828539541806,-12.946578582701733
51.03192082721799,-13.317480810730416
51.62709007295612,-13.685850259053176
52.215400910744904,-14.065056463698088
52.784670991931144,-14.471953721485631
53.34802728822775,-14.887286079898558
53.90777266869978,-15.307122089593387
54.458466631349005,-15.739116921196038
54.99662442344737,-16.186718802779357
55.553477858748735,-16.610795612785104
56.110804931170875,-17.034044529583905
56.66092272531734,-17.46686500150421
57.209822383107216,-17.901248723986416
57.76374223975934,-18.32915878745383
58.31412073365816,-18.761401156874726
58.85803791061358,-19.201800833554955
59.39869364940845,-19.646157590366318
59.922944649422554,-20.1097652673813
60.47700513612062,-20.536994384529027
61.025587625821665,-20.971574150519622
61.56600926354512,-21.416372122469017
62.112674087871454,-21.853459588241524
62.65309340265731,-22.29817524887431
63.1960453234581,-22.739926710892995
63.73522323806345,-23.18629551811839
64.26712313455091,-23.640340304279164
64.80282457710265,-24.09075724214763
65.35665285274064,-24.515339930303913
65.9059636348805,-24.9476059415852
66.47233102325512,-25.358380521732602
67.02578992117694,-25.78694561030807
67.59278685124964,-26.195379951710894
68.16553161389945,-26.5962192819652
68.7437746603988,-26.99006193294804
69.31834452362911,-27.388416006923787
69.90666187618467,-27.76456745840418
70.48995689671032,-28.14897947521271
71.08595806678487,-28.51560748244872
71.69008398964095,-28.86886535283135
72.30647860677585,-29.197675813043528
72.94523073350341,-29.48332066271023
73.59536095993118,-29.742244393732175
74.24717079793186,-29.99716872197743
74.91149911283722,-30.21726958799634
75.5801933808613,-30.423829228112282
76.25600952777204,-30.604068695081963
76.93784566321018,-30.76145349353243
77.6266644677761,-30.881071027527536
78.31821519914679,-30.980723315400674
79.01628933218717,-31.02834409387796
79.71197472232254,-31.08241846744813
80.41175763282843,-31.08677856899113
81.11113411455192,-31.06605709814728
81.80884990536491,-31.027175888524262
82.50539907097884,-30.96883032210029
83.20122928485902,-30.89395494692861
83.89604660726158,-30.81119578110966
84.58738942437388,-30.702667202338993
85.27708926489511,-30.585206955510035
85.96613272632446,-30.462022391275823
86.64833940160182,-30.308371529929577
87.32248925120273,-30.120469139494844
87.99619730965934,-29.93138439381515
88.65942600272301,-29.708253330406077
89.32157050350376,-29.481360349062193
89.97449233215214,-29.229293912961044
90.62186178276059,-28.963297740875618
91.26913655734107,-28.697102098991053
91.90701182100973,-28.411083726281223
92.5355847057632,-28.103162424704735
93.1579027140755,-27.783188661594163
93.7705046191265,-27.444541962422967
94.38616208248598,-27.111594879300892
95.00877868676542,-26.79183164634878
95.61904594540837,-26.450180282921043
96.2362027919128,-26.120231181505034
96.84268584447828,-25.771154397205457
97.45370482159538,-25.42970313074544
98.05758587409187,-25.07589490055844
98.6681562733645,-24.733625501934696
99.281315877364,-24.396076032863014
99.90038869956673,-24.069524843971834
100.52004529831599,-23.74404770753256
101.14059235904999,-23.4209200295853
101.76160044284424,-23.098075445202518
102.38140810781245,-22.772948662328815
103.00781135700849,-22.46079279680895
103.63600608330225,-22.15251978657055
104.25565966196186,-21.828066375500313
104.87053146192775,-21.493664736578797
105.48999709467518,-21.168148495518597
106.11262402582905,-20.848512149129782
106.73198194353604,-20.522687818104938
107.3515843222165,-20.19786762471411
107.9734720289765,-19.876790991735493
108.58512135591938,-19.53679935525722
109.20219785004961,-19.20657507460865
109.81223367852834,-18.863843672143968
110.42345613337064,-18.522750638491463
111.04026482612704,-18.19196302977156
111.65285611173246,-17.853417929303756
112.26451975261915,-17.51334691935011
112.88184354695679,-17.183816398000744
113.49953046916043,-16.854599548186876
114.11898037213693,-16.528629139606302
114.70916282386557,-16.159259353009656
115.32660131672205,-15.829838317872143
115.93782683602417,-15.488866399618185
116.55414683678865,-15.156985059414591
117.1656128416374,-14.816258013503226
117.78072129357125,-14.482591965150405
118.39344955693555,-14.144596016225757
119.02318126981966,-13.839061126546682
119.64371776356226,-13.51534067825014
120.26695310645286,-13.196841356346507
120.89434090321357,-12.886770577432126
121.52452526846919,-12.58260561072324
122.15549531780118,-12.279682993021375
122.79928338062433,-12.00594137929652
123.43878885844447,-11.722251310523577
124.08649822874216,-11.456802766623735
124.7341201203087,-11.191186339604036
125.37943153479847,-10.920440192011586
126.03809517983761,-10.683773017739789
126.7016288916358,-10.462467142561884
127.370593682502,-10.25686187195878
128.0441135560952,-10.066682965270864
128.71334034896284,-9.861547984343026
129.38507971616608,-9.664687413619205
130.0688490260891,-9.515845877906159
130.751857397477,-9.36291545285935
131.4386033492144,-9.22771873359629
132.1272991215947,-9.102524956265807
132.81904627085342,-8.995934572387666
133.51501025704624,-8.92096707051884
134.21145756119725,-8.859821597544125
134.90952797852034,-8.808123470877582
135.60841136429718,-8.768782407268777
136.3078993141852,-8.742632156634729
137.00759347305578,-8.725284061881883
137.7072004501817,-8.724092991148085
138.4059317854618,-8.75991032352331
139.10329164727167,-8.81965782944514
139.8012909293254,-8.8681770214768
140.49713834314687,-8.942568479428312
141.19055071491567,-9.037819857098958
141.88538636412292,-9.122451560687848
142.57556182573182,-9.238656777279125
143.25497688928542,-9.40533563391322
143.93810601083698,-9.55789528750524
144.61861321147853,-9.72167674939367
145.2866349946092,-9.929226747588839
145.95996706705478,-10.120558599736036
146.61230527032694,-10.372156167108942
147.25999001297401,-10.637437092618805
147.90198850343575,-10.916336039577361
148.54024186919116,-11.203566292866423
149.17850983719077,-11.490371242097368
149.81216981233032,-11.787619152763657
150.44107512488637,-12.094609598172246
151.06348596853388,-12.414781336265264
151.67490534124994,-12.755277901389125
152.28212816444278,-13.10326980439752
152.8783621355015,-13.469731594237066
153.4568368224265,-13.8624186229543
154.04150596689982,-14.246833242201044
154.61512859213977,-14.647761235944513
155.1669834774372,-15.078262535041912
155.7201165851284,-15.506701520353642
156.26222081947338,-15.949124124652238
156.77831980089468,-16.42197428791353
157.2906338149241,-16.898679990769452
157.78516928930583,-17.39402739280487
158.28655457742514,-17.88247601125918
158.7821611832225,-18.375996289981586
159.27472204447594,-18.873067833068266
159.76236752589352,-19.375042404624388
160.25473784930227,-19.872429042379206
160.75413142294389,-20.36275893116847
161.24995114554378,-20.856643169429606
161.75345991442492,-21.341761793019522
162.27229484776953,-21.810712960756995
162.8069075242436,-22.262138268739104
163.35228275041857,-22.700623537493026
163.92203596060477,-23.106899955590325
164.4944313445562,-23.508763864608003
165.0910579848586,-23.874659874248795
165.70258619921313,-24.21326023941085
166.33276906504977,-24.51720110812332
166.9778848023509,-24.787748200087005
167.63561464259547,-25.02671831822257
168.3039065745486,-25.231102430828102
168.97554362810237,-25.427134028552782
169.65360227067126,-25.599020701630934
170.34261304120287,-25.72097280805421
171.03766140358672,-25.802422055565795
171.73498897493033,-25.861114019186225
172.43308884171307,-25.875868244426105
173.13279953587875,-25.861085436319943
173.83124306349345,-25.81786954756035
174.529006574624,-25.768538739096016
175.22348511671228,-25.68368522857784
175.91564192332197,-25.582368729324592
176.60610034055696,-25.469403006832547
177.2957890994821,-25.35083724242199
177.98025890480605,-25.207342972660665
178.6630582488322,-25.05469068470906
179.3407686098291,-24.88127132216951
180.00843555284953,-24.672183518961344
180.66912100208822,-24.444921941693174
181.3205469542251,-24.18965465318927
181.96633839873064,-23.920046432933724
182.60053619009275,-23.62446287863635
183.22508049669895,-23.308453857539703
183.82481402675893,-22.948412805990184
184.40803924425757,-22.561634920386364
184.95892709514314,-22.13090542628647
185.47612373582564,-21.659590930904724
185.95727715174058,-21.15285486825376
186.38766806243,-20.600958651855244
