"%time","field.header.seq","field.header.stamp","field.header.frame_id","field.child_frame_id","field.pose.pose.position.x","field.pose.pose.position.y","field.pose.pose.position.z","field.pose.pose.orientation.x","field.pose.pose.orientation.y","field.pose.pose.orientation.z","field.pose.pose.orientation.w","field.pose.covariance0","field.pose.covariance1","field.pose.covariance2","field.pose.covariance3","field.pose.covariance4","field.pose.covariance5","field.pose.covariance6","field.pose.covariance7","field.pose.covariance8","field.pose.covariance9","field.pose.covariance10","field.pose.covariance11","field.pose.covariance12","field.pose.covariance13","field.pose.covariance14","field.pose.covariance15","field.pose.covariance16","field.pose.covariance17","field.pose.covariance18","field.pose.covariance19","field.pose.covariance20","field.pose.covariance21","field.pose.covariance22","field.pose.covariance23","field.pose.covariance24","field.pose.covariance25","field.pose.covariance26","field.pose.covariance27","field.pose.covariance28","field.pose.covariance29","field.pose.covariance30","field.pose.covariance31","field.pose.covariance32","field.pose.covariance33","field.pose.covariance34","field.pose.covariance35","field.twist.twist.linear.x","field.twist.twist.linear.y","field.twist.twist.linear.z","field.twist.twist.angular.x","field.twist.twist.angular.y","field.twist.twist.angular.z","field.twist.covariance0","field.twist.covariance1","field.twist.covariance2","field.twist.covariance3","field.twist.covariance4","field.twist.covariance5","field.twist.covariance6","field.twist.covariance7","field.twist.covariance8","field.twist.covariance9","field.twist.covariance10","field.twist.covariance11","field.twist.covariance12","field.twist.covariance13","field.twist.covariance14","field.twist.covariance15","field.twist.covariance16","field.twist.covariance17","field.twist.covariance18","field.twist.covariance19","field.twist.covariance20","field.twist.covariance21","field.twist.covariance22","field.twist.covariance23","field.twist.covariance24","field.twist.covariance25","field.twist.covariance26","field.twist.covariance27","field.twist.covariance28","field.twist.covariance29","field.twist.covariance30","field.twist.covariance31","field.twist.covariance32","field.twist.covariance33","field.twist.covariance34","field.twist.covariance35"
1.78609817183055E+018,134761,1.78609817181887E+018,"map","velodyne",44.4168128967285,-10.861216545105,-1.25949811935425,-0.026042406212278,-0.019476560191992,-0.224166660232949,0.974008103321292,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.78609817193155E+018,134762,1.78609817191973E+018,"map","velodyne",44.4725151062012,-10.8813695907593,-1.26772546768188,-0.027261562398285,-0.020204566545445,-0.224598323626378,0.973860451000726,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.78609817203037E+018,134763,1.78609817202058E+018,"map","velodyne",44.5288619995117,-10.9037895202637,-1.27112424373627,-0.027087801299938,-0.019999897886338,-0.224901373132454,0.973799581220325,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.78609817213363E+018,134764,1.78609817212144E+018,"map","velodyne",44.5858345031738,-10.9322137832642,-1.26020777225494,-0.027605320055163,-0.019617692556699,-0.22541920435415,0.973673085993458,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.78609817223627E+018,134765,1.7860981722223E+018,"map","velodyne",44.6407585144043,-10.9591522216797,-1.25525832176209,-0.027859559679743,-0.019810048881705,-0.22611602846704,0.973500364242294,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.78609817233538E+018,134766,1.78609817232316E+018,"map","velodyne",44.6965522766113,-10.9895095825195,-1.25997018814087,-0.027678467157605,-0.01972530079649,-0.227437416767294,0.973199378658132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.78609817243615E+018,134767,1.78609817242402E+018,"map","velodyne",44.7529678344727,-11.0165967941284,-1.2694376707077,-0.027598172932218,-0.019212733351589,-0.228347372075957,0.972998815365724,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.78609817253732E+018,134768,1.78609817252488E+018,"map","velodyne",44.8097801208496,-11.0415153503418,-1.26411426067352,-0.028292325320429,-0.019040977165118,-0.22966371481888,0.972672389559145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.78609817263651E+018,134769,1.78609817262573E+018,"map","velodyne",44.8640365600586,-11.0645399093628,-1.28652167320251,-0.02786374704288,-0.019645224313714,-0.231690952409285,0.97219184144932,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.78609817273873E+018,134770,1.78609817272659E+018,"map","velodyne",44.9250602722168,-11.0958423614502,-1.28900003433228,-0.027763053020452,-0.01853983072524,-0.23244991605977,0.972035244245345,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.78609817283869E+018,134771,1.78609817282745E+018,"map","velodyne",44.9853897094727,-11.127498626709,-1.25870084762573,-0.028519304111932,-0.019169792192468,-0.232277827955335,0.972042280624193,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.78609817293931E+018,134772,1.78609817292831E+018,"map","velodyne",45.0452346801758,-11.1634225845337,-1.25601255893707,-0.027759224906703,-0.019578435860842,-0.234141228176065,0.971608973091319,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.78609817304242E+018,134773,1.78609817302917E+018,"map","velodyne",45.1027793884277,-11.1904268264771,-1.26547813415527,-0.027058953255518,-0.019334991237205,-0.235372293655918,0.971336119981016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.78609817314178E+018,134774,1.78609817313005E+018,"map","velodyne",45.1653366088867,-11.2143325805664,-1.26619350910187,-0.026069648945568,-0.019187811841347,-0.235949770316676,0.971225981482864,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.7860981732429E+018,134775,1.78609817323088E+018,"map","velodyne",45.2174301147461,-11.2420425415039,-1.2614758014679,-0.025573061423277,-0.018932549344892,-0.236508518202189,0.971108288705991,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.78609817334177E+018,134776,1.78609817333174E+018,"map","velodyne",45.2805824279785,-11.2688932418823,-1.24953269958496,-0.026569112019752,-0.019178779591976,-0.23733576982427,0.970874855616129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.78609817344249E+018,134777,1.7860981734326E+018,"map","velodyne",45.3359413146973,-11.2938032150269,-1.27070820331573,-0.026027585538228,-0.020305374141639,-0.23765976384795,0.970787351703609,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.78609817354377E+018,134778,1.78609817353346E+018,"map","velodyne",45.3962554931641,-11.3202610015869,-1.28838813304901,-0.025142995470396,-0.018841992678833,-0.238449938117449,0.970646394111873,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.78609817364408E+018,134779,1.78609817363432E+018,"map","velodyne",45.4543647766113,-11.344313621521,-1.27807569503784,-0.026651015315754,-0.018620218015654,-0.239235341255699,0.97041715711748,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.78609817374513E+018,134780,1.78609817373522E+018,"map","velodyne",45.5150566101074,-11.3795881271362,-1.26440584659576,-0.027117177273355,-0.01946197762542,-0.239844607251836,0.970237320830142,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.78609817384603E+018,134781,1.78609817383604E+018,"map","velodyne",45.5757484436035,-11.4046268463135,-1.27724492549896,-0.025818257054452,-0.019137737435641,-0.240351323366112,0.970153806673802,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.78609817394737E+018,134782,1.78609817393689E+018,"map","velodyne",45.6346588134766,-11.434624671936,-1.26548171043396,-0.027375973436867,-0.018691483903871,-0.241230809699359,0.969901484975298,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.78609817404904E+018,134783,1.78609817403775E+018,"map","velodyne",45.693244934082,-11.4573402404785,-1.27497136592865,-0.02583030422451,-0.019335374524573,-0.241798229595346,0.96978995431953,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.78609817414831E+018,134784,1.78609817413861E+018,"map","velodyne",45.7553062438965,-11.4849481582642,-1.27508175373077,-0.026564455852256,-0.018113498592479,-0.241911562468024,0.969765446278052,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.78609817424974E+018,134785,1.78609817423952E+018,"map","velodyne",45.8059616088867,-11.5182638168335,-1.25929415225983,-0.027406797307472,-0.019388705537876,-0.242917510447297,0.96946585263282,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.78609817435057E+018,134786,1.78609817434033E+018,"map","velodyne",45.8629302978516,-11.5495481491089,-1.26210379600525,-0.026779521390708,-0.018737629763145,-0.24354684142382,0.969338276891212,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.78609817445246E+018,134787,1.78609817444119E+018,"map","velodyne",45.9170646667481,-11.5743989944458,-1.25462961196899,-0.027118200138785,-0.018745173421927,-0.244619072312774,0.969058679808732,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.78609817455373E+018,134788,1.78609817454205E+018,"map","velodyne",45.9685592651367,-11.5969390869141,-1.24611616134644,-0.027283453451459,-0.01875705436599,-0.245671520078683,0.968787538662522,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.78609817465417E+018,134789,1.7860981746429E+018,"map","velodyne",46.0246810913086,-11.6207580566406,-1.25082218647003,-0.026997574479896,-0.018841994280966,-0.246983685471037,0.968460208864145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.7860981747549E+018,134790,1.78609817474376E+018,"map","velodyne",46.0740470886231,-11.6444444656372,-1.24790871143341,-0.027848910079313,-0.018385232697821,-0.248507298502904,0.96805503743874,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.78609817485464E+018,134791,1.78609817484462E+018,"map","velodyne",46.1283950805664,-11.6728506088257,-1.24795627593994,-0.028187496888874,-0.018287313843326,-0.249882846579207,0.967692913627893,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.78609817495714E+018,134792,1.78609817494548E+018,"map","velodyne",46.183464050293,-11.7124490737915,-1.28514337539673,-0.027048747112224,-0.018976200879521,-0.249454894825491,0.967822569245678,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.78609817505713E+018,134793,1.78609817504637E+018,"map","velodyne",46.2405662536621,-11.7460832595825,-1.28712046146393,-0.026601812739524,-0.017641111527175,-0.251626962626815,0.967297788380571,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.78609817515733E+018,134794,1.7860981751472E+018,"map","velodyne",46.3008766174316,-11.775897026062,-1.26177573204041,-0.028398628457642,-0.018171112842326,-0.253886511974224,0.966646248229099,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.78609817525834E+018,134795,1.78609817524805E+018,"map","velodyne",46.3624839782715,-11.8107166290283,-1.26836407184601,-0.028109911877413,-0.018822736739155,-0.254689093498955,0.966431064950143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.78609817535887E+018,134796,1.78609817534891E+018,"map","velodyne",46.4273071289063,-11.8458499908447,-1.28034842014313,-0.027371807850721,-0.01938455545359,-0.255507764415025,0.966225033039014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.78609817546044E+018,134797,1.78609817544977E+018,"map","velodyne",46.4820976257324,-11.8739337921143,-1.27888190746307,-0.027396933807748,-0.019658735508125,-0.256178053991162,0.966041277380174,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.78609817556051E+018,134798,1.78609817555063E+018,"map","velodyne",46.5413436889648,-11.9069223403931,-1.27964663505554,-0.027054795244635,-0.019734636223274,-0.256507793299917,0.965961866352221,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.78609817566171E+018,134799,1.78609817565149E+018,"map","velodyne",46.6064491271973,-11.933762550354,-1.28163266181946,-0.026899887152932,-0.019726748115182,-0.256745491737216,0.965903206287145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.78609817576373E+018,134800,1.78609817575235E+018,"map","velodyne",46.6620407104492,-11.9639930725098,-1.27415776252747,-0.026927060478689,-0.018686961998003,-0.257070607034928,0.965836651146044,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.78609817586442E+018,134801,1.7860981758532E+018,"map","velodyne",46.7134475708008,-11.9808502197266,-1.25689542293549,-0.027376293856246,-0.018759263952998,-0.255768646996876,0.966168216572854,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.78609817596394E+018,134802,1.78609817595406E+018,"map","velodyne",46.7736282348633,-12.0143880844116,-1.27094638347626,-0.028720339042561,-0.01888171183494,-0.256548424375762,0.965920052619177,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.78609817606506E+018,134803,1.78609817605492E+018,"map","velodyne",46.8330955505371,-12.0502681732178,-1.28898072242737,-0.026837753119148,-0.019238733477547,-0.257683692398887,0.965664911834157,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.78609817616554E+018,134804,1.78609817615578E+018,"map","velodyne",46.8954544067383,-12.08274269104,-1.2834221124649,-0.027916084452539,-0.020253430283081,-0.257876184897942,0.965562205448732,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.78609817626782E+018,134805,1.78609817625664E+018,"map","velodyne",46.9519805908203,-12.1168556213379,-1.28691899776459,-0.027810160581722,-0.019868995155422,-0.258258026253541,0.965471187242135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.78609817636823E+018,134806,1.7860981763575E+018,"map","velodyne",47.0098304748535,-12.1465492248535,-1.28402853012085,-0.027511833044078,-0.020402569724705,-0.257992645353944,0.965539542370271,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.78609817646843E+018,134807,1.78609817645836E+018,"map","velodyne",47.0692596435547,-12.1755990982056,-1.28139626979828,-0.027579078410046,-0.020461190533769,-0.257882138302841,0.96556591698835,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.78609817656936E+018,134808,1.78609817655921E+018,"map","velodyne",47.1250610351563,-12.2034101486206,-1.28114056587219,-0.027272037438969,-0.020178622170179,-0.258012047286434,0.96554588530794,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.78609817667024E+018,134809,1.78609817666007E+018,"map","velodyne",47.1882820129395,-12.2296533584595,-1.28035271167755,-0.027332997339711,-0.020105854936197,-0.257501571993792,0.965681939776459,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.78609817677197E+018,134810,1.78609817676093E+018,"map","velodyne",47.2481384277344,-12.2542409896851,-1.27627742290497,-0.02802202939754,-0.020023554825646,-0.256743664968964,0.965865678946394,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.78609817687265E+018,134811,1.78609817686179E+018,"map","velodyne",47.304801940918,-12.2815246582031,-1.27271020412445,-0.027812648668437,-0.019866767513741,-0.256277233761501,0.965998842345802,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.78609817697273E+018,134812,1.78609817696265E+018,"map","velodyne",47.3625946044922,-12.3080196380615,-1.27539026737213,-0.0278611020508,-0.01981512157453,-0.255293751534244,0.966258891534793,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
