timestamp(ns),tx,ty,tz,qw,qx,qy,qz,Pr11,Pr12,Pr13,Pr22,Pr23,Pr33,Pt11,Pt12,Pt13,Pt22,Pt23,Pt33
1784079555182887680,-90.715352724,-4.667886598,-2.884606916,0.015462355,0.035033636,-0.010634569,-0.999209921,0.0000041058,-0.0000005496,-0.0000281167,0.0000023134,0.0000089836,0.0004054342,0.0191229767,-0.1695296987,0.0000362286,3.3126060376,-0.0003258809,0.0109460088
1784079555249735424,-91.008887689,-4.665551442,-2.891189082,0.015297503,0.037195420,-0.011104384,-0.999129211,0.0000043653,-0.0000006188,-0.0000298677,0.0000023397,0.0000093937,0.0004051966,0.0191605151,-0.1701466188,0.0000356534,3.3343166012,-0.0003292013,0.0110121026
1784079555316307456,-91.301869365,-4.668770122,-2.898847738,0.014901501,0.033724743,-0.011940937,-0.999248718,0.0000039756,-0.0000005927,-0.0000270697,0.0000023772,0.0000100055,0.0004056008,0.0191915634,-0.1705527174,0.0000374277,3.3556608673,-0.0003314335,0.0110773590
1784079555349669376,-91.447329628,-4.665400260,-2.903091907,0.014644690,0.034680477,-0.012366221,-0.999214629,0.0000040825,-0.0000006341,-0.0000278301,0.0000023978,0.0000103381,0.0004054971,0.0192227280,-0.1708912277,0.0000385683,3.3663367203,-0.0003327602,0.0111096722
1784079555417140480,-91.745760115,-4.666428674,-2.911274364,0.013791251,0.033714094,-0.012545728,-0.999257607,0.0000039866,-0.0000006223,-0.0000270782,0.0000024124,0.0000104657,0.0004056304,0.0192682989,-0.1714540937,0.0000405060,3.3885204211,-0.0003348284,0.0111778225
1784079555482752512,-92.035334236,-4.670546563,-2.918419478,0.014148913,0.034075970,-0.010839985,-0.999260292,0.0000040346,-0.0000005360,-0.0000273858,0.0000023528,0.0000090887,0.0004056922,0.0193194460,-0.1721354942,0.0000410111,3.4101893147,-0.0003376674,0.0112448517
1784079555582715392,-92.475082791,-4.673627838,-2.925537256,0.013830188,0.034248188,-0.011326087,-0.999253475,0.0000040656,-0.0000005619,-0.0000275532,0.0000023748,0.0000094279,0.0004057068,0.0193380740,-0.1731147091,0.0000297923,3.4427280903,-0.0003406299,0.0113416788
1784079555617566464,-92.626325114,-4.675231696,-2.928215376,0.013639793,0.033086071,-0.011156854,-0.999297149,0.0000039394,-0.0000005333,-0.0000266150,0.0000023720,0.0000093250,0.0004058540,0.0193442358,-0.1733191642,0.0000293063,3.4541714333,-0.0003422462,0.0113756352
1784079555682718464,-92.917705719,-4.673641137,-2.936778596,0.013585294,0.033256937,-0.011996073,-0.999282498,0.0000039618,-0.0000005774,-0.0000267209,0.0000024111,0.0000099586,0.0004058461,0.0193959554,-0.1739817135,0.0000308633,3.4755857802,-0.0003467265,0.0114429953
1784079555749591296,-93.210563665,-4.677951182,-2.944252857,0.013859103,0.035934576,-0.012067321,-0.999185174,0.0000042719,-0.0000006381,-0.0000288947,0.0000024237,0.0000100752,0.0004055779,0.0194210539,-0.1745875564,0.0000287702,3.4982071108,-0.0003504314,0.0115135001
1784079555816050432,-93.501873216,-4.680361966,-2.945766235,0.013981317,0.033338024,-0.010378481,-0.999292443,0.0000039965,-0.0000004970,-0.0000268587,0.0000023675,0.0000087177,0.0004059617,0.0194799659,-0.1752686807,0.0000319477,3.5199863731,-0.0003557524,0.0115794178
1784079555915974400,-93.940263669,-4.688016268,-2.954387986,0.013661164,0.033463123,-0.011112918,-0.999284792,0.0000040228,-0.0000005351,-0.0000269499,0.0000024074,0.0000092770,0.0004059858,0.0195775242,-0.1761796362,0.0000410382,3.5531166136,-0.0003606015,0.0116866786
1784079555982875392,-94.240593628,-4.672285436,-2.960065720,0.013267645,0.033420179,-0.010993728,-0.999292850,0.0000040177,-0.0000005190,-0.0000269081,0.0000024059,0.0000090729,0.0004060102,0.0196457711,-0.1769773848,0.0000477669,3.5753079088,-0.0003619996,0.0117564149
1784079556115977472,-94.832227457,-4.688450916,-2.973624670,0.013398988,0.033573599,-0.008870048,-0.999307061,0.0000040475,-0.0000004134,-0.0000270640,0.0000023518,0.0000074915,0.0004061239,0.0196807844,-0.1778344737,0.0000495822,3.6205066712,-0.0003646636,0.0118924975
1784079556182758656,-95.129295470,-4.684526308,-2.979571378,0.012940638,0.034093163,-0.008537854,-0.999298404,0.0000041001,-0.0000004000,-0.0000274141,0.0000023510,0.0000072157,0.0004061228,0.0197586509,-0.1786961650,0.0000542618,3.6434551475,-0.0003696363,0.0119656126
1784079556315838464,-95.715515897,-4.691065080,-2.992230832,0.012019226,0.033183071,-0.007793055,-0.999346632,0.0000040216,-0.0000003427,-0.0000267460,0.0000023444,0.0000065441,0.0004063087,0.0198435031,-0.1798344068,0.0000600760,3.6889629443,-0.0003788049,0.0121104275
1784079556382684416,-96.009195050,-4.696173851,-2.997427240,0.012144058,0.034402692,-0.006232272,-0.999314833,0.0000041654,-0.0000002755,-0.0000277603,0.0000023152,0.0000053376,0.0004062456,0.0198874014,-0.1804857697,0.0000610832,3.7117756907,-0.0003804790,0.0121804688
1784079556449282304,-96.303026429,-4.702515864,-3.002120361,0.011978436,0.033513177,-0.005890429,-0.999349132,0.0000040765,-0.0000002411,-0.0000270550,0.0000023139,0.0000049768,0.0004063915,0.0199608432,-0.1812384525,0.0000659374,3.7344930760,-0.0003832902,0.0122528620
1784079556515891456,-96.590073880,-4.708471692,-3.003536254,0.012034065,0.033533926,-0.006564149,-0.999343569,0.0000040906,-0.0000002805,-0.0000271042,0.0000023362,0.0000055639,0.0004064098,0.0200303128,-0.1819449071,0.0000705114,3.7572123434,-0.0003846773,0.0123248147
1784079556582618368,-96.883999328,-4.710998358,-3.010696936,0.011788284,0.033803860,-0.007218724,-0.999332890,0.0000041230,-0.0000003173,-0.0000272874,0.0000023578,0.0000060760,0.0004064109,0.0200958106,-0.1826325488,0.0000745672,3.7798194252,-0.0003856877,0.0123961421
1784079556649135360,-97.178872702,-4.714970842,-3.017898191,0.011752658,0.034721813,-0.007082396,-0.999302812,0.0000042322,-0.0000003229,-0.0000280221,0.0000023639,0.0000059992,0.0004063540,0.0201762360,-0.1833817985,0.0000821723,3.8029622167,-0.0003874438,0.0124712915
1784079556715955456,-97.471548212,-4.721895782,-3.020003684,0.012314535,0.034300965,-0.006687228,-0.999313303,0.0000041925,-0.0000003018,-0.0000277298,0.0000023580,0.0000057230,0.0004064402,0.0202136275,-0.1841105495,0.0000767967,3.8261188997,-0.0003908167,0.0125379915
1784079556782644480,-97.767712958,-4.729586331,-3.023686218,0.012391446,0.035075628,-0.006586933,-0.999286128,0.0000042794,-0.0000003085,-0.0000283613,0.0000023526,0.0000056433,0.0004063741,0.0202283384,-0.1850019693,0.0000566152,3.8492542489,-0.0003984664,0.0125958531
1784079556849033472,-98.061946219,-4.737592855,-3.025852014,0.012343902,0.037085430,-0.007419099,-0.999208315,0.0000045250,-0.0000003911,-0.0000300494,0.0000023561,0.0000063652,0.0004061167,0.0202725405,-0.1857744734,0.0000491394,3.8725060964,-0.0004113536,0.0126509090
1784079556917380608,-98.378241978,-4.736243176,-3.031111512,0.011881384,0.036741763,-0.007955414,-0.999222491,0.0000044764,-0.0000004133,-0.0000296835,0.0000023725,0.0000067365,0.0004061902,0.0203412584,-0.1867413659,0.0000459089,3.8968192229,-0.0004109166,0.0127228844
1784079556982548480,-98.667296750,-4.745716963,-3.037207176,0.011990219,0.034937798,-0.006348601,-0.999297393,0.0000042593,-0.0000002920,-0.0000281415,0.0000023341,0.0000054083,0.0004064728,0.0203426938,-0.1872136189,0.0000360978,3.9198384161,-0.0004088488,0.0127883745
1784079557048974592,-98.967537849,-4.750919343,-3.045773692,0.011630374,0.033053137,-0.008036525,-0.999353610,0.0000040515,-0.0000003565,-0.0000265831,0.0000023746,0.0000066870,0.0004066735,0.0203986237,-0.1879462347,0.0000359360,3.9434828436,-0.0004165081,0.0128590774
1784079557115819520,-99.269464752,-4.746868903,-3.054969304,0.010839646,0.029633136,-0.009817948,-0.999453844,0.0000037223,-0.0000003965,-0.0000238908,0.0000024380,0.0000081221,0.0004070010,0.0204709690,-0.1886693356,0.0000404687,3.9684235595,-0.0004199349,0.0129410496
1784079557182454272,-99.567503208,-4.751718724,-3.069518496,0.012982695,0.035226593,-0.012031757,-0.999222585,0.0000043052,-0.0000006187,-0.0000283673,0.0000025311,0.0000100053,0.0004063745,0.0205211153,-0.1893828522,0.0000406409,3.9927207784,-0.0004230967,0.0130195203
1784079557249017600,-99.872410289,-4.754498748,-3.085208866,0.014176863,0.030670795,-0.008342863,-0.999394174,0.0000038319,-0.0000003429,-0.0000247333,0.0000024078,0.0000069879,0.0004070027,0.0205569101,-0.1902858165,0.0000338100,4.0167334414,-0.0004247432,0.0130945910
1784079557315746560,-100.177338219,-4.759243969,-3.098820289,0.016196602,0.036450219,-0.007530954,-0.999175829,0.0000044548,-0.0000003840,-0.0000293007,0.0000023962,0.0000064511,0.0004064420,0.0205970705,-0.1909862766,0.0000298656,4.0407388832,-0.0004217425,0.0131683887
1784079557382221568,-100.488670481,-4.761655836,-3.109139740,0.016939891,0.037453891,-0.010578355,-0.999098766,0.0000045924,-0.0000005848,-0.0000301596,0.0000025011,0.0000089527,0.0004062606,0.0206746395,-0.1917670392,0.0000353583,4.0669706876,-0.0004248922,0.0132543554
1784079557449073664,-100.792995400,-4.758589936,-3.112288097,0.017524564,0.038218033,-0.011741399,-0.999046751,0.0000046920,-0.0000006714,-0.0000307456,0.0000025572,0.0000099203,0.0004061699,0.0207108199,-0.1920255704,0.0000430198,4.0919048678,-0.0004280285,0.0133372771
1784079557515679232,-101.079944929,-4.758821751,-3.116366800,0.017973915,0.036175136,-0.013759627,-0.999089070,0.0000044504,-0.0000007462,-0.0000290527,0.0000026534,0.0000115437,0.0004063774,0.0207646286,-0.1924045322,0.0000510746,4.1153486553,-0.0004311529,0.0134141983
1784079557582220544,-101.366521661,-4.762749769,-3.127220682,0.017873326,0.032025831,-0.014715474,-0.999218868,0.0000040031,-0.0000006942,-0.0000257142,0.0000027023,0.0000122546,0.0004068322,0.0208428884,-0.1932220783,0.0000536553,4.1389686913,-0.0004345494,0.0134902306
1784079557649005312,-101.665587569,-4.776940918,-3.142652607,0.018074030,0.034718213,-0.012257747,-0.999158507,0.0000043041,-0.0000006299,-0.0000279246,0.0000026029,0.0000103507,0.0004066868,0.0209542381,-0.1944827217,0.0000541168,4.1634298723,-0.0004383328,0.0135689602
1784079557715671552,-101.975244922,-4.801910996,-3.153132592,0.018074731,0.035491708,-0.007106395,-0.999181236,0.0000044100,-0.0000003502,-0.0000286103,0.0000024410,0.0000061488,0.0004068055,0.0211128969,-0.1959853340,0.0000611285,4.1886304506,-0.0004424740,0.0136516216
1784079557782088448,-102.266870506,-4.818197858,-3.154268866,0.017545445,0.034575725,-0.004016184,-0.999239985,0.0000043250,-0.0000001678,-0.0000279566,0.0000023873,0.0000036520,0.0004070007,0.0212245080,-0.1972797459,0.0000613794,4.2131884362,-0.0004467186,0.0137305570
1784079557848936448,-102.561830877,-4.822534349,-3.159124106,0.017404259,0.034793670,-0.004815346,-0.999231357,0.0000043511,-0.0000002133,-0.0000281284,0.0000024076,0.0000042680,0.0004070075,0.0212866420,-0.1980836127,0.0000610527,4.2373232831,-0.0004499733,0.0138084466
1784079557915579648,-102.855817186,-4.816593251,-3.164569892,0.017458682,0.034001636,-0.007923795,-0.999237858,0.0000042692,-0.0000003765,-0.0000274761,0.0000024828,0.0000067836,0.0004070717,0.0213181041,-0.1985206098,0.0000616264,4.2621018823,-0.0004545095,0.0138890156
1784079557982013440,-103.155593296,-4.811244880,-3.172624638,0.017617220,0.033426720,-0.010012276,-0.999235729,0.0000042094,-0.0000004796,-0.0000269641,0.0000025528,0.0000084719,0.0004071197,0.0213299069,-0.1987576438,0.0000617963,4.2867048102,-0.0004591761,0.0139687783
1784079558048868352,-103.443695658,-4.845278321,-3.179195841,0.017961810,0.036247934,-0.011278544,-0.999117738,0.0000044786,-0.0000006144,-0.0000290802,0.0000026116,0.0000098400,0.0004067559,0.0212598056,-0.1991755892,0.0000390171,4.3114796825,-0.0004695585,0.0140416856
1784079558115349504,-103.734654242,-4.861067799,-3.182758791,0.017748468,0.034356580,-0.012462029,-0.999174317,0.0000042844,-0.0000006179,-0.0000276633,0.0000026434,0.0000104142,0.0004069612,0.0214070625,-0.2013976186,0.0000284513,4.3356411917,-0.0004716603,0.0141179082
1784079558182231552,-104.035845768,-4.868331580,-3.188383608,0.017921764,0.032809037,-0.011827777,-0.999230945,0.0000041181,-0.0000005524,-0.0000263899,0.0000026242,0.0000099201,0.0004071961,0.0215131324,-0.2028488329,0.0000249149,4.3601900675,-0.0004758309,0.0141968380
1784079558248798464,-104.307326258,-4.897158708,-3.173822703,0.018065034,0.033766494,-0.010128843,-0.999215134,0.0000042476,-0.0000004978,-0.0000273778,0.0000025709,0.0000087431,0.0004071507,0.0215862882,-0.2038120397,0.0000189814,4.3851427473,-0.0004717758,0.0142701435
1784079558315279360,-104.602073446,-4.907091175,-3.177893434,0.017699339,0.031537680,-0.009592415,-0.999299802,0.0000039945,-0.0000004154,-0.0000254250,0.0000025486,0.0000080966,0.0004074708,0.0217109315,-0.2054020982,0.0000161461,4.4082372783,-0.0004727672,0.0143417401
1784079558382133504,-104.908167367,-4.916814593,-3.186093915,0.017314904,0.031374470,-0.010639746,-0.999301072,0.0000039735,-0.0000004641,-0.0000252326,0.0000025853,0.0000089103,0.0004074947,0.0217615929,-0.2063606110,0.0000069298,4.4330518855,-0.0004785452,0.0144168622
1784079558448731392,-105.213036368,-4.923823283,-3.195310566,0.017268556,0.032958601,-0.011084381,-0.999246048,0.0000041419,-0.0000005199,-0.0000265148,0.0000026057,0.0000093032,0.0004073487,0.0218295491,-0.2073886453,0.0000016782,4.4592528750,-0.0004830734,0.0144981527
1784079558515251456,-105.517633467,-4.938474007,-3.205515101,0.017049896,0.031475196,-0.010264721,-0.999306384,0.0000039880,-0.0000004477,-0.0000252872,0.0000025754,0.0000086013,0.0004075733,0.0218500082,-0.2082344226,-0.0000103341,4.4850438690,-0.0004872129,0.0145777601
1784079558582060544,-105.818754098,-4.947082917,-3.216519901,0.015769189,0.033242558,-0.009968610,-0.999273182,0.0000041802,-0.0000004645,-0.0000267429,0.0000025721,0.0000084049,0.0004074308,0.0219625691,-0.2094916845,-0.0000084839,4.5111800635,-0.0004888640,0.0146611170
1784079558648658432,-106.111320278,-4.955054474,-3.225537009,0.014905669,0.033599280,-0.008833717,-0.999285182,0.0000042293,-0.0000004066,-0.0000270734,0.0000025389,0.0000074494,0.0004074630,0.0220284402,-0.2103800864,-0.0000095390,4.5368572987,-0.0004927604,0.0147434869
1784079558715183616,-106.400654539,-4.967221092,-3.230676351,0.013772874,0.034274669,-0.008916094,-0.999277768,0.0000043182,-0.0000004212,-0.0000277002,0.0000025438,0.0000075025,0.0004074144,0.0221007378,-0.2114094595,-0.0000121461,4.5620079784,-0.0004968955,0.0148235169
1784079558781992448,-106.683090224,-4.968577317,-3.236060147,0.012551998,0.035313603,-0.007801974,-0.999266994,0.0000044348,-0.0000003676,-0.0000285301,0.0000025033,0.0000065370,0.0004073389,0.0220946830,-0.2124360905,-0.0000306717,4.5866352134,-0.0005132665,0.0148952415
1784079558848471296,-106.971229283,-4.961221277,-3.236122532,0.011017398,0.033855503,-0.006498518,-0.999344881,0.0000042881,-0.0000002774,-0.0000274455,0.0000024664,0.0000054825,0.0004075487,0.0220571072,-0.2129620533,-0.0000480584,4.6106817854,-0.0005192036,0.0149651859
1784079558915321344,-107.255661091,-4.959806923,-3.237769287,0.009620352,0.033270781,-0.006546394,-0.999378631,0.0000042299,-0.0000002653,-0.0000270066,0.0000024587,0.0000053985,0.0004076332,0.0219807067,-0.2131420758,-0.0000660010,4.6355589749,-0.0005269509,0.0150387728
1784079558981923584,-107.547460118,-4.935172025,-3.249362417,0.007480861,0.033148193,-0.007726107,-0.999392586,0.0000042006,-0.0000003215,-0.0000267757,0.0000024859,0.0000063304,0.0004076642,0.0219450388,-0.2134316303,-0.0000764435,4.6600774837,-0.0005286208,0.0151140287
1784079559048402432,-107.837089613,-4.929107407,-3.251249842,0.006030342,0.031793245,-0.007422688,-0.999448712,0.0000040861,-0.0000002797,-0.0000258721,0.0000024718,0.0000059890,0.0004078193,0.0218597128,-0.2129579239,-0.0000821574,4.6852712915,-0.0005323629,0.0151913563
1784079559115256576,-108.111396397,-4.926718039,-3.251259913,0.005141326,0.032632119,-0.005947166,-0.999436513,0.0000041744,-0.0000002068,-0.0000265228,0.0000024407,0.0000047820,0.0004077948,0.0218582945,-0.2133733875,-0.0000862206,4.7100898338,-0.0005357700,0.0152695738
1784079559181852672,-108.388636930,-4.912234119,-3.257383381,0.003786877,0.032999102,-0.006694958,-0.999425783,0.0000042087,-0.0000002460,-0.0000267381,0.0000024581,0.0000053894,0.0004077794,0.0218618974,-0.2136914047,-0.0000879928,4.7340368446,-0.0005390410,0.0153455025
1784079559248335360,-108.666044923,-4.919392231,-3.262933770,0.001943389,0.033351741,-0.007742143,-0.999411799,0.0000042608,-0.0000003049,-0.0000270739,0.0000024909,0.0000062183,0.0004077477,0.0218294772,-0.2135193548,-0.0000890619,4.7581280129,-0.0005447680,0.0154257243
1784079559348306432,-109.068509645,-4.909500962,-3.266091800,0.000009431,-0.032005717,0.005664313,0.999471635,0.0000041331,-0.0000001656,-0.0000260377,0.0000024513,0.0000043421,0.0004079673,0.0218902802,-0.2146278869,-0.0000903805,4.7940350824,-0.0005502507,0.0155432302
1784079559381856512,-109.202012212,-4.906838325,-3.270781816,0.000839963,-0.032175103,0.005510792,0.999466702,0.0000041411,-0.0000001650,-0.0000260883,0.0000024519,0.0000043523,0.0004079596,0.0218773900,-0.2145427640,-0.0000898855,4.8054098817,-0.0005491550,0.0155784944
1784079559448265472,-109.462054973,-4.898742266,-3.271944027,0.002576112,-0.030261802,0.005831361,0.999521677,0.0000039620,-0.0000001557,-0.0000246087,0.0000024635,0.0000044791,0.0004081808,0.0218803186,-0.2147183809,-0.0000900158,4.8287073436,-0.0005529438,0.0156557950
1784079559515114496,-109.735929117,-4.891107884,-3.278071377,0.004400510,-0.030335720,0.006656815,0.999507912,0.0000039681,-0.0000001931,-0.0000246253,0.0000024846,0.0000050867,0.0004082022,0.0218662847,-0.2148709425,-0.0000938049,4.8520660770,-0.0005557751,0.0157315370
1784079559581593600,-109.997465968,-4.879553900,-3.278687806,0.006777917,-0.030354177,0.005682962,0.999500069,0.0000039837,-0.0000001450,-0.0000246978,0.0000024740,0.0000042949,0.0004082478,0.0218607608,-0.2149799487,-0.0000953671,4.8758585330,-0.0005566415,0.0158087359
1784079559648536320,-110.275181490,-4.867558521,-3.284851716,0.009338784,-0.030936508,0.004399666,0.999468040,0.0000040385,-0.0000000818,-0.0000251108,0.0000024584,0.0000031873,0.0004082538,0.0218226071,-0.2149627621,-0.0001024646,4.8991663524,-0.0005554545,0.0158819192
1784079559715048448,-110.540076958,-4.847848190,-3.292056430,0.011749189,-0.030295308,0.004309968,0.999462643,0.0000039806,-0.0000000673,-0.0000246000,0.0000024614,0.0000030125,0.0004083516,0.0217871829,-0.2149721273,-0.0001091505,4.9238051429,-0.0005515211,0.0159604409
1784079559781526528,-110.797545109,-4.837383661,-3.294862631,0.014154293,-0.031717763,0.004426952,0.999386833,0.0000041363,-0.0000000816,-0.0000258089,0.0000024682,0.0000031119,0.0004082325,0.0217078822,-0.2144425523,-0.0001168084,4.9472845876,-0.0005469515,0.0160332577
1784079559848417536,-111.056279657,-4.815328463,-3.301405992,0.017241608,-0.031007489,0.004136320,0.999361873,0.0000040581,-0.0000000653,-0.0000252248,0.0000024691,0.0000029011,0.0004083429,0.0216367812,-0.2142223739,-0.0001231111,4.9706973187,-0.0005417395,0.0161069522
1784079559915043328,-111.312035479,-4.799219749,-3.303463978,0.020106111,-0.032698945,0.004866764,0.999251139,0.0000042450,-0.0000001028,-0.0000266377,0.0000024808,0.0000033258,0.0004081889,0.0215770998,-0.2136083221,-0.0001230244,4.9934598976,-0.0005343656,0.0161776527
1784079560014948352,-111.692342290,-4.770688197,-3.307461219,0.024482528,-0.033511883,0.005298665,0.999124358,0.0000043509,-0.0000001174,-0.0000273775,0.0000024908,0.0000034810,0.0004081388,0.0215201409,-0.2130800986,-0.0001232040,5.0277985875,-0.0005286533,0.0162866294
1784079560048351488,-111.819946564,-4.762006357,-3.311506345,0.026123675,-0.033225768,0.005606464,0.999090671,0.0000043141,-0.0000001335,-0.0000270795,0.0000025021,0.0000037633,0.0004081929,0.0215185623,-0.2130518204,-0.0001206615,5.0394189883,-0.0005299346,0.0163275520
1784079560114915328,-112.069699599,-4.755627434,-3.327253655,0.029083052,-0.034311108,0.004929622,0.998975787,0.0000044213,-0.0000001027,-0.0000278812,0.0000024929,0.0000031515,0.0004081237,0.0214578455,-0.2125627772,-0.0001239772,5.0617854324,-0.0005434292,0.0163885465
1784079560181385472,-112.318177748,-4.732553270,-3.334621006,0.032102048,-0.034990753,0.004089291,0.998863546,0.0000045043,-0.0000000434,-0.0000284638,0.0000024869,0.0000022678,0.0004080839,0.0214735682,-0.2127838374,-0.0001253024,5.0845804832,-0.0005496115,0.0164580306
1784079560249049344,-112.567164407,-4.714054075,-3.321500640,0.034981144,-0.034253864,0.004006220,0.998792743,0.0000044350,-0.0000000243,-0.0000279558,0.0000024802,0.0000020654,0.0004081902,0.0213370082,-0.2120469783,-0.0001506664,5.1073763391,-0.0005392217,0.0164895875
1784079560314720512,-112.804608931,-4.674763115,-3.324680045,0.037890385,-0.034509402,0.005538193,0.998670490,0.0000044691,-0.0000001129,-0.0000281949,0.0000024965,0.0000032977,0.0004081761,0.0212601079,-0.2114785275,-0.0001563130,5.1287915771,-0.0005379643,0.0165393980
1784079560381569280,-113.053106477,-4.600792322,-3.350199967,0.041635140,-0.033417297,0.007178549,0.998548080,0.0000043121,-0.0000001917,-0.0000271050,0.0000025207,0.0000046019,0.0004083011,0.0211090860,-0.2099554337,-0.0001645388,5.1510486403,-0.0005324720,0.0165913117
1784079560448479488,-113.294214703,-4.571356299,-3.344836881,0.044872486,-0.033304820,0.007781712,0.998407078,0.0000043447,-0.0000002126,-0.0000273388,0.0000025263,0.0000049054,0.0004082968,0.0208426022,-0.2069405052,-0.0001808114,5.1734685108,-0.0005279965,0.0166386933
1784079560514654464,-113.535374845,-4.525064690,-3.349480160,0.048322202,-0.033210391,0.009052598,0.998238491,0.0000043305,-0.0000002775,-0.0000272128,0.0000025412,0.0000058947,0.0004083017,0.0207158146,-0.2059269832,-0.0002041828,5.1949254734,-0.0005402551,0.0166644093
1784079560581501440,-113.777410787,-4.484759311,-3.355742266,0.052189447,-0.032991293,0.010097181,0.998041023,0.0000043265,-0.0000003281,-0.0000271440,0.0000025685,0.0000067002,0.0004083261,0.0205629839,-0.2041617850,-0.0002129320,5.2176026061,-0.0005414320,0.0167160585
1784079560648141312,-114.013997979,-4.453419207,-3.370247352,0.055999387,-0.032496586,0.009640999,0.997855246,0.0000042628,-0.0000002892,-0.0000266416,0.0000025586,0.0000063026,0.0004084353,0.0204506479,-0.2028179567,-0.0002159526,5.2395632558,-0.0005473288,0.0167702693
1784079560714641664,-114.252435681,-4.420890217,-3.375785155,0.059413512,-0.033028259,0.008530915,0.997650436,0.0000043275,-0.0000002204,-0.0000271039,0.0000025299,0.0000052135,0.0004084396,0.0203639919,-0.2019049578,-0.0002240847,5.2611572153,-0.0005502091,0.0168206360
1784079560814554368,-114.608720375,-4.348039896,-3.389595804,0.066560274,-0.033372060,0.006916489,0.997200179,0.0000043628,-0.0000001040,-0.0000273811,0.0000024937,0.0000036603,0.0004084606,0.0201929334,-0.1998102311,-0.0002216151,5.2939164557,-0.0005907035,0.0168819619
1784079560848039424,-114.722524986,-4.327337821,-3.400562942,0.068862189,-0.033402292,0.007294341,0.997040159,0.0000043559,-0.0000001189,-0.0000273404,0.0000024960,0.0000039757,0.0004084705,0.0200920111,-0.1984629668,-0.0002221501,5.3051586858,-0.0006071001,0.0168926859
1784079560914554368,-114.944367519,-4.247623605,-3.434378747,0.073547738,-0.033355643,0.008605298,0.996696584,0.0000043276,-0.0000001696,-0.0000272241,0.0000025004,0.0000048804,0.0004084802,0.0199130130,-0.1966729155,-0.0002108753,5.3261766003,-0.0006011892,0.0168926920
1784079560981366272,-115.174133874,-4.188296997,-3.447514448,0.077376543,-0.033012721,0.009501889,0.996409928,0.0000043259,-0.0000002061,-0.0000272157,0.0000025144,0.0000055161,0.0004084920,0.0196529925,-0.1931495800,-0.0002191401,5.3469423457,-0.0006140870,0.0169221608
1784079561047849472,-115.400179235,-4.120086151,-3.452313027,0.081548041,-0.033992265,0.010106279,0.996038306,0.0000044411,-0.0000002283,-0.0000280815,0.0000025097,0.0000056862,0.0004083910,0.0194636250,-0.1907641867,-0.0002259909,5.3674905495,-0.0006225542,0.0169372728
1784079561114695424,-115.637253108,-4.066839287,-3.450504636,0.086266661,-0.034322890,0.010697830,0.995623201,0.0000044773,-0.0000002400,-0.0000284474,0.0000024986,0.0000059598,0.0004083406,0.0192426544,-0.1878814790,-0.0002295581,5.3890983145,-0.0006225345,0.0169452698
1784079561214667520,-115.977426832,-4.001744177,-3.472463951,0.093243662,-0.034843877,0.009376531,0.994989248,0.0000044960,-0.0000001705,-0.0000286268,0.0000024536,0.0000049520,0.0004083616,0.0190130958,-0.1849100379,-0.0002392721,5.4215618284,-0.0006741334,0.0169372585
1784079561347745536,-116.413108467,-3.880138658,-3.492119254,0.101903648,-0.034955937,0.008288959,0.994145373,0.0000045101,-0.0000000798,-0.0000287867,0.0000024102,0.0000036827,0.0004084285,0.0187381490,-0.1808769716,-0.0002396688,5.4626128890,-0.0006685827,0.0169331583
1784079561381227520,-116.524695574,-3.840984171,-3.486946562,0.104156344,-0.034573832,0.008976625,0.993919276,0.0000044749,-0.0000001143,-0.0000286178,0.0000024036,0.0000041997,0.0004084472,0.0186211899,-0.1791191084,-0.0002404394,5.4729770449,-0.0006814307,0.0168950649
1784079561481187328,-116.844582393,-3.737411546,-3.497290010,0.110413432,-0.034020616,0.011268928,0.993239389,0.0000044247,-0.0000002301,-0.0000283397,0.0000024255,0.0000058802,0.0004084794,0.0183388537,-0.1746812724,-0.0002427228,5.5031377524,-0.0006816718,0.0168840602
1784079561514560512,-116.955434595,-3.704388852,-3.513372596,0.112559227,-0.035716912,0.011115106,0.992940671,0.0000046032,-0.0000002362,-0.0000296383,0.0000024012,0.0000056556,0.0004083061,0.0182254549,-0.1730196438,-0.0002458808,5.5137228525,-0.0006733720,0.0168405808
1784079561614523392,-117.266492297,-3.609808994,-3.515322749,0.118614667,-0.034604191,0.009390704,0.992292762,0.0000044560,-0.0000001177,-0.0000286670,0.0000023497,0.0000041540,0.0004085414,0.0179795944,-0.1692067220,-0.0002379309,5.5437324961,-0.0006614651,0.0168170676
1784079561747730432,-117.679935600,-3.483919138,-3.533740232,0.127360106,-0.032775410,0.009139455,0.991272741,0.0000042247,-0.0000000928,-0.0000271545,0.0000023061,0.0000039602,0.0004088110,0.0175883769,-0.1631866453,-0.0002147146,5.5820811380,-0.0005886678,0.0167016215
1784079561814453248,-117.876223867,-3.414509267,-3.561406824,0.130829902,-0.031556676,0.008595094,0.990865196,0.0000040736,-0.0000000712,-0.0000261300,0.0000022758,0.0000037130,0.0004089815,0.0174345733,-0.1606675795,-0.0002059030,5.6020790934,-0.0005684258,0.0166260095
1784079561847823360,-117.973541983,-3.377280945,-3.568434614,0.132529231,-0.031676621,0.008599216,0.990635477,0.0000040789,-0.0000000578,-0.0000262824,0.0000022502,0.0000035033,0.0004089365,0.0173378056,-0.1591283939,-0.0001974777,5.6106655745,-0.0006161439,0.0165432474
