u_a,v_real,v_ref,u_delta,delta_d,px,py,theta1,cte,cte_real,epsi,vx,vy,kappa,beta,steer
0.2000,1.6706,1.8201,0.0537,-0.0089,50.9236,-62.0751,0.0000,-0.0768,-0.0768,-0.0520,0.0000,0.0000,-0.0054,-0.0021,0.0000
0.2000,1.5772,1.8401,0.0621,-0.0089,50.7572,-62.0868,0.0000,-0.0806,-0.0806,-0.0482,0.0000,0.0000,-0.0054,-0.0021,0.0000
0.2000,1.5196,1.8601,0.0704,-0.0089,50.5842,-62.1026,0.0000,-0.0816,-0.0816,-0.0435,0.0000,0.0000,-0.0054,-0.0021,0.0000
0.2000,1.6539,1.8801,0.0788,-0.0089,50.4192,-62.1205,0.0000,-0.0814,-0.0814,-0.0369,0.0000,0.0000,-0.0054,-0.0021,0.0000
0.2000,1.7229,1.9001,0.0773,-0.0020,50.2640,-62.1458,0.0000,-0.0680,-0.0680,-0.0134,0.0000,0.0000,-0.0012,-0.0005,0.0000
0.1999,1.6467,1.9201,0.0689,-0.0020,50.0997,-62.1621,0.0000,-0.0636,-0.0636,-0.0059,0.0000,0.0000,-0.0012,-0.0005,0.0000
0.1999,1.5623,1.9401,0.0606,-0.0020,49.9283,-62.1879,0.0000,-0.0497,-0.0497,0.0034,0.0000,0.0000,-0.0012,-0.0005,0.0000
0.1999,1.6378,1.9601,0.0522,-0.0020,49.7551,-62.2164,0.0000,-0.0347,-0.0347,0.0105,0.0000,0.0000,-0.0012,-0.0005,0.0000
0.1999,1.7213,1.9801,0.0438,-0.0200,49.5715,-62.2437,0.0000,-0.0228,-0.0228,-0.0008,0.0000,0.0000,-0.0120,-0.0048,0.0000
0.2000,1.7422,2.0000,0.0000,-0.0200,49.4105,-62.2754,0.0000,-0.0042,-0.0042,0.0092,0.0000,0.0000,-0.0120,-0.0048,0.0000
0.1517,1.8417,2.0000,-0.0084,-0.0200,49.2298,-62.3047,0.0000,0.0064,0.0064,0.0135,0.0000,0.0000,-0.0120,-0.0048,0.0000
0.2000,1.6306,2.0000,-0.0168,-0.0200,49.0464,-62.3374,0.0000,0.0190,0.0190,0.0192,0.0000,0.0000,-0.0120,-0.0048,0.0000
0.2000,1.8159,2.0000,-0.0130,-0.0078,48.8680,-62.3664,0.0000,0.0326,0.0326,0.0515,0.0000,0.0000,-0.0047,-0.0019,0.0000
0.2000,1.8477,2.0000,-0.0214,-0.0078,48.6968,-62.3933,0.0000,0.0467,0.0467,0.0555,0.0000,0.0000,-0.0047,-0.0019,0.0000
0.2000,1.7926,2.0000,-0.0278,-0.0058,48.4868,-62.4258,0.0000,0.0573,0.0573,0.0544,0.0000,0.0000,-0.0035,-0.0014,0.0000
0.2000,1.7184,2.0000,-0.0362,-0.0058,48.2965,-62.4600,0.0000,0.0701,0.0701,0.0520,0.0000,0.0000,-0.0035,-0.0014,0.0000
-0.0003,2.1066,2.0000,-0.0446,-0.0102,48.0977,-62.4881,0.0000,0.0826,0.0826,0.0347,0.0000,0.0000,-0.0062,-0.0025,0.0000
0.0810,1.9164,2.0000,-0.0530,-0.0102,47.8921,-62.5071,0.0000,0.0732,0.0732,0.0303,0.0000,0.0000,-0.0062,-0.0025,0.0000
0.0371,1.9909,2.0000,-0.0614,-0.0102,47.6813,-62.5334,0.0000,0.0715,0.0715,0.0229,0.0000,0.0000,-0.0062,-0.0025,0.0000
-0.0584,2.0479,2.0000,-0.0698,-0.0102,47.5003,-62.5590,0.0000,0.0727,0.0727,0.0166,0.0000,0.0000,-0.0062,-0.0025,0.0000
-0.1638,2.1068,2.0000,-0.0660,0.0019,47.2863,-62.5779,0.0000,0.0634,0.0634,0.0210,0.0000,0.0000,0.0011,0.0005,0.0000
0.0361,1.8124,2.0000,-0.0611,0.0019,47.0826,-62.5936,0.0000,0.0499,0.0499,0.0110,0.0000,0.0000,0.0011,0.0005,0.0000
-0.1187,2.1319,2.0000,-0.0527,0.0019,46.8881,-62.6121,0.0000,0.0406,0.0406,-0.0014,0.0000,0.0000,0.0011,0.0005,0.0000
-0.0598,2.0283,2.0000,-0.0443,0.0019,46.6761,-62.6210,0.0000,0.0219,0.0219,-0.0105,0.0000,0.0000,0.0011,0.0005,0.0000
0.0414,1.9378,2.0000,-0.0379,-0.0002,46.4823,-62.6267,0.0000,0.0006,0.0006,-0.0279,0.0000,0.0000,-0.0001,-0.0000,0.0000
-0.0939,2.1063,2.0000,-0.0295,-0.0002,46.2598,-62.6387,0.0000,-0.0211,-0.0211,-0.0387,0.0000,0.0000,-0.0001,-0.0000,0.0000
0.0453,1.9259,2.0000,-0.0379,-0.0178,46.0507,-62.6507,0.0000,-0.0325,-0.0325,-0.0451,0.0000,0.0000,-0.0107,-0.0043,0.0000
-0.1547,2.2106,2.0000,-0.0295,-0.0098,45.8415,-62.6564,0.0000,-0.0592,-0.0592,-0.0357,0.0000,0.0000,-0.0059,-0.0024,0.0000
-0.1143,2.0756,2.0000,-0.0211,-0.0098,45.6300,-62.6683,0.0000,-0.0698,-0.0698,-0.0434,0.0000,0.0000,-0.0059,-0.0024,0.0000
-0.1032,2.0770,2.0000,-0.0127,-0.0098,45.4339,-62.6781,0.0000,-0.0812,-0.0812,-0.0485,0.0000,0.0000,-0.0059,-0.0024,0.0000
-0.1201,2.1001,2.0000,-0.0043,0.0000,45.2314,-62.6811,0.0000,-0.1024,-0.1024,-0.0563,0.0000,0.0000,0.0000,0.0000,0.0000
0.0280,1.9462,2.0000,0.0041,0.0000,45.0265,-62.6935,0.0000,-0.1070,-0.1070,-0.0601,0.0000,0.0000,0.0000,0.0000,0.0000
0.0021,2.0088,2.0000,0.0125,0.0027,44.8213,-62.7031,0.0000,-0.1175,-0.1175,-0.0544,0.0000,0.0000,0.0016,0.0006,0.0000
-0.0290,2.0347,2.0000,0.0208,0.0027,44.6183,-62.7079,0.0000,-0.1296,-0.1296,-0.0549,0.0000,0.0000,0.0016,0.0006,0.0000
-0.0419,2.0366,2.0000,0.0292,0.0027,44.4036,-62.7120,0.0000,-0.1416,-0.1416,-0.0544,0.0000,0.0000,0.0016,0.0006,0.0000
-0.0273,2.0130,2.0000,0.0376,0.0027,44.1970,-62.7228,0.0000,-0.1450,-0.1450,-0.0527,0.0000,0.0000,0.0016,0.0006,0.0000
-0.1813,2.1291,2.0000,0.0460,0.0130,43.9901,-62.7357,0.0000,-0.1492,-0.1492,-0.0551,0.0000,0.0000,0.0079,0.0031,0.0000
-0.1011,2.0518,2.0000,0.0543,0.0130,43.7851,-62.7487,0.0000,-0.1475,-0.1475,-0.0502,0.0000,0.0000,0.0079,0.0031,0.0000
-0.0829,2.0544,2.0000,0.0627,0.0130,43.5749,-62.7594,0.0000,-0.1498,-0.1498,-0.0446,0.0000,0.0000,0.0079,0.0031,0.0000
-0.0618,2.0381,2.0000,0.0543,-0.0117,43.3678,-62.7773,0.0000,-0.1438,-0.1438,-0.0543,0.0000,0.0000,-0.0070,-0.0028,0.0000
-0.0958,2.0879,2.0000,0.0627,-0.0117,43.1650,-62.7935,0.0000,-0.1419,-0.1419,-0.0457,0.0000,0.0000,-0.0070,-0.0028,0.0000
-0.0834,2.0619,2.0000,0.0711,-0.0117,42.9533,-62.8141,0.0000,-0.1343,-0.1343,-0.0364,0.0000,0.0000,-0.0070,-0.0028,0.0000
-0.0436,2.0196,2.0000,0.0794,-0.0117,42.7578,-62.8370,0.0000,-0.1239,-0.1239,-0.0284,0.0000,0.0000,-0.0070,-0.0028,0.0000
-0.1119,2.1106,2.0000,0.0878,0.0063,42.5592,-62.8587,0.0000,-0.1149,-0.1149,0.0117,0.0000,0.0000,0.0038,0.0015,0.0000
0.0123,1.9538,2.0000,0.0794,0.0063,42.3506,-62.8773,0.0000,-0.1022,-0.1022,0.0229,0.0000,0.0000,0.0038,0.0015,0.0000
0.0180,1.9825,2.0000,0.0711,0.0063,42.1471,-62.9035,0.0000,-0.0797,-0.0797,0.0350,0.0000,0.0000,0.0038,0.0015,0.0000
-0.0645,2.0766,2.0000,0.0627,0.0063,41.9524,-62.9370,0.0000,-0.0490,-0.0490,0.0458,0.0000,0.0000,0.0038,0.0015,0.0000
-0.0528,2.0370,2.0000,0.0543,-0.0035,41.7646,-62.9676,0.0000,-0.0241,-0.0241,0.0378,0.0000,0.0000,-0.0021,-0.0008,0.0000
0.0154,1.9628,2.0000,0.0459,-0.0035,41.5812,-62.9899,0.0000,-0.0103,-0.0103,0.0483,0.0000,0.0000,-0.0021,-0.0008,0.0000
0.1069,1.8899,2.0000,0.0375,-0.0035,41.3948,-63.0130,0.0000,0.0017,0.0017,0.0565,0.0000,0.0000,-0.0021,-0.0008,0.0000
0.1803,1.8319,2.0000,0.0459,0.0491,41.2075,-63.0508,0.0000,0.0271,0.0271,0.0635,0.0000,0.0000,0.0296,0.0118,0.0000
