u_a,v_real,v_ref,u_delta,delta_d,px,py,theta1,cte,cte_real,epsi,vx,vy,kappa,beta,steer
0.1999,0.9870,1.2201,0.0253,0.0041,56.7282,-61.6589,0.0000,0.0674,0.0674,0.0129,0.0000,0.0000,0.0025,0.0010,0.0000
0.1999,1.0041,1.2401,0.0169,0.0041,56.6093,-61.6665,0.0000,0.0677,0.0677,0.0143,0.0000,0.0000,0.0025,0.0010,0.0000
0.1999,1.0065,1.2601,0.0086,0.0041,56.4798,-61.6811,0.0000,0.0740,0.0740,0.0156,0.0000,0.0000,0.0025,0.0010,0.0000
0.1998,1.1798,1.2801,0.0006,0.0041,56.3757,-61.6978,0.0000,0.0874,0.0874,0.0198,0.0000,0.0000,0.0025,0.0010,0.0000
0.2000,1.2926,1.3001,-0.0018,0.0100,56.2484,-61.7134,0.0000,0.0930,0.0930,0.0044,0.0000,0.0000,0.0061,0.0024,0.0000
0.2000,1.0479,1.3201,-0.0102,0.0100,56.1362,-61.7264,0.0000,0.0978,0.0978,0.0075,0.0000,0.0000,0.0061,0.0024,0.0000
0.2000,1.2709,1.3401,-0.0186,0.0100,56.0289,-61.7363,0.0000,0.0994,0.0994,0.0072,0.0000,0.0000,0.0061,0.0024,0.0000
0.2000,1.1208,1.3601,-0.0270,0.0100,55.8968,-61.7409,0.0000,0.0908,0.0908,0.0039,0.0000,0.0000,0.0061,0.0024,0.0000
0.2000,1.0680,1.3801,-0.0354,0.0100,55.7734,-61.7572,0.0000,0.0963,0.0963,0.0030,0.0000,0.0000,0.0061,0.0024,0.0000
0.2000,1.3110,1.4001,-0.0438,0.0100,55.6658,-61.7731,0.0000,0.1035,0.1035,0.0027,0.0000,0.0000,0.0061,0.0024,0.0000
0.2000,1.2343,1.4201,-0.0438,0.0016,55.5221,-61.7891,0.0000,0.1008,0.1008,-0.0287,0.0000,0.0000,0.0010,0.0004,0.0000
0.2000,1.0776,1.4401,-0.0354,0.0016,55.3939,-61.7984,0.0000,0.0967,0.0967,-0.0325,0.0000,0.0000,0.0010,0.0004,0.0000
0.2000,1.4332,1.4601,-0.0270,0.0021,55.2651,-61.8067,0.0000,0.0818,0.0818,-0.0380,0.0000,0.0000,0.0013,0.0005,0.0000
0.1999,1.2749,1.4801,-0.0186,0.0021,55.1303,-61.8110,0.0000,0.0700,0.0700,-0.0456,0.0000,0.0000,0.0013,0.0005,0.0000
0.2000,1.2803,1.5001,-0.0102,0.0021,55.0124,-61.8192,0.0000,0.0646,0.0646,-0.0473,0.0000,0.0000,0.0013,0.0005,0.0000
0.1999,1.3386,1.5201,-0.0018,0.0204,54.8739,-61.8210,0.0000,0.0482,0.0482,-0.0218,0.0000,0.0000,0.0123,0.0049,0.0000
0.2000,1.1716,1.5401,0.0066,0.0204,54.7445,-61.8224,0.0000,0.0411,0.0411,-0.0231,0.0000,0.0000,0.0123,0.0049,0.0000
0.2000,1.3739,1.5601,0.0150,0.0204,54.6001,-61.8294,0.0000,0.0328,0.0328,-0.0265,0.0000,0.0000,0.0123,0.0049,0.0000
0.2000,1.2834,1.5801,0.0185,0.0155,54.4620,-61.8391,0.0000,0.0336,0.0336,-0.0263,0.0000,0.0000,0.0094,0.0037,0.0000
0.1999,1.4332,1.6001,0.0269,0.0155,54.3222,-61.8499,0.0000,0.0330,0.0330,-0.0250,0.0000,0.0000,0.0094,0.0037,0.0000
0.2000,1.3725,1.6201,0.0326,0.0155,54.1720,-61.8566,0.0000,0.0291,0.0291,-0.0254,0.0000,0.0000,0.0094,0.0037,0.0000
0.2000,1.3907,1.6401,0.0370,0.0117,54.0195,-61.8656,0.0000,0.0269,0.0269,-0.0305,0.0000,0.0000,0.0071,0.0028,0.0000
0.1999,1.4905,1.6601,0.0375,0.0117,53.8728,-61.8695,0.0000,0.0206,0.0206,-0.0262,0.0000,0.0000,0.0071,0.0028,0.0000
0.1999,1.5145,1.6801,0.0458,0.0217,53.7128,-61.8834,0.0000,0.0224,0.0224,-0.0247,0.0000,0.0000,0.0130,0.0052,0.0000
0.1999,1.4548,1.7001,0.0400,0.0217,53.5522,-61.8967,0.0000,0.0266,0.0266,-0.0203,0.0000,0.0000,0.0130,0.0052,0.0000
0.2000,1.5930,1.7201,0.0377,0.0109,53.3884,-61.9150,0.0000,0.0307,0.0307,-0.0366,0.0000,0.0000,0.0066,0.0026,0.0000
0.2000,1.5980,1.7401,0.0379,0.0109,53.2091,-61.9269,0.0000,0.0295,0.0295,-0.0303,0.0000,0.0000,0.0066,0.0026,0.0000
0.2000,1.6347,1.7601,0.0295,-0.0039,53.0638,-61.9403,0.0000,0.0317,0.0317,-0.0253,0.0000,0.0000,-0.0024,-0.0009,0.0000
0.1985,1.7820,1.7801,0.0211,-0.0039,52.8968,-61.9606,0.0000,0.0360,0.0360,-0.0222,0.0000,0.0000,-0.0024,-0.0009,0.0000
0.1999,1.4474,1.8001,0.0127,-0.0039,52.7275,-61.9753,0.0000,0.0404,0.0404,-0.0180,0.0000,0.0000,-0.0024,-0.0009,0.0000
0.2000,1.6686,1.8201,0.0082,-0.0085,52.5734,-61.9947,0.0000,0.0431,0.0431,-0.0275,0.0000,0.0000,-0.0051,-0.0021,0.0000
0.2000,1.6852,1.8401,0.0048,-0.0085,52.4058,-62.0208,0.0000,0.0516,0.0516,-0.0251,0.0000,0.0000,-0.0051,-0.0021,0.0000
0.2000,1.5408,1.8601,0.0055,-0.0085,52.2388,-62.0272,0.0000,0.0409,0.0409,-0.0249,0.0000,0.0000,-0.0051,-0.0021,0.0000
0.2000,1.6821,1.8801,0.0036,-0.0085,52.0904,-62.0421,0.0000,0.0398,0.0398,-0.0214,0.0000,0.0000,-0.0051,-0.0021,0.0000
0.2000,1.6575,1.9001,0.0120,-0.0046,51.9117,-62.0525,0.0000,0.0277,0.0277,-0.0255,0.0000,0.0000,-0.0028,-0.0011,0.0000
