x,y,z
73.016,-60.098,-1.804
72.430,-60.156,-1.755
71.833,-60.214,-1.887
71.311,-60.292,-1.730
70.799,-60.333,-1.773
70.158,-60.409,-1.794
69.655,-60.481,-1.814
69.144,-60.538,-1.802
68.645,-60.589,-1.793
68.126,-60.648,-1.823
67.610,-60.708,-1.838
67.077,-60.758,-1.826
66.577,-60.831,-1.850
65.977,-60.891,-1.864
65.476,-60.955,-2.055
64.822,-61.019,-1.877
64.131,-61.092,-1.906
63.434,-61.156,-1.907
62.666,-61.225,-1.922
62.134,-61.251,-1.931
61.571,-61.301,-1.958
60.991,-61.332,-1.953
60.351,-61.364,-1.952
59.743,-61.404,-1.984
59.094,-61.441,-1.987
58.475,-61.481,-2.007
57.830,-61.533,-2.011
57.130,-61.576,-2.008
56.418,-61.619,-2.039
55.703,-61.668,-2.038
54.963,-61.729,-2.073
54.252,-61.804,-2.060
53.480,-61.861,-2.110
52.714,-61.923,-2.094
51.942,-62.001,-2.134
51.196,-62.087,-2.111
50.469,-62.172,-2.127
49.719,-62.262,-2.140
48.956,-62.342,-2.163
48.217,-62.433,-2.179
47.405,-62.510,-2.193
46.617,-62.596,-2.233
45.811,-62.673,-2.243
44.980,-62.758,-2.251
44.129,-62.831,-2.275
43.395,-62.888,-2.253
42.593,-62.955,-2.311
41.805,-63.034,-2.300
41.023,-63.086,-2.292
40.215,-63.155,-2.311
39.462,-63.237,-2.337
38.673,-63.299,-2.345
37.914,-63.359,-2.334
37.264,-63.450,-2.470
36.660,-63.482,-2.384
35.857,-63.577,-2.402
35.098,-63.660,-2.392
34.356,-63.738,-2.405
33.603,-63.821,-2.435
32.829,-63.917,-2.435
32.062,-64.023,-2.439
31.295,-64.090,-2.448
30.549,-64.189,-2.462
29.808,-64.275,-2.489
29.020,-64.344,-2.487
28.239,-64.426,-2.484
27.488,-64.493,-2.533
26.770,-64.563,-2.513
26.029,-64.638,-2.531
25.290,-64.688,-2.541
24.565,-64.752,-2.548
23.857,-64.748,-2.540
23.133,-64.757,-2.559
22.451,-64.731,-2.568
21.794,-64.682,-2.591
21.130,-64.647,-2.578
20.498,-64.565,-2.561
19.834,-64.468,-2.588
19.198,-64.349,-2.587
18.575,-64.214,-2.568
17.945,-64.096,-2.585
17.343,-63.972,-2.561
16.721,-63.853,-2.590
16.114,-63.710,-2.525
15.516,-63.483,-2.531
14.966,-63.260,-2.529
14.398,-63.024,-2.495
13.883,-62.709,-2.507
13.396,-62.392,-2.488
12.945,-62.095,-2.446
12.558,-61.775,-2.431
12.039,-61.280,-2.457
11.538,-60.779,-2.407
11.153,-60.436,-2.427
10.822,-60.015,-2.370
10.458,-59.606,-2.330
10.117,-59.185,-2.338
9.793,-58.791,-2.291
9.547,-58.355,-2.284
9.311,-57.900,-2.272
9.113,-57.376,-2.240
8.927,-56.643,-2.230
8.775,-56.033,-2.204
8.639,-55.398,-2.173
8.518,-54.758,-2.143
8.414,-54.158,-2.117
8.315,-53.587,-2.098
8.233,-52.982,-2.055
8.173,-52.403,-2.021
8.105,-51.796,-1.980
8.038,-51.160,-1.971
7.969,-50.493,-1.956
7.896,-49.865,-1.927
7.827,-49.235,-1.905
7.765,-48.599,-1.890
7.696,-47.960,-1.862
7.627,-47.308,-1.841
7.561,-46.628,-1.792
7.486,-45.938,-1.745
7.406,-45.216,-1.715
7.744,-44.540,-1.746
7.351,-44.091,-1.698
7.254,-43.337,-1.656
7.163,-42.635,-1.616
7.096,-41.916,-1.556
7.033,-41.146,-1.523
6.962,-40.315,-1.528
6.870,-39.481,-1.453
6.801,-38.699,-1.396
6.707,-37.892,-1.361
6.619,-37.090,-1.328
6.540,-36.273,-1.292
6.463,-35.453,-1.256
6.401,-34.647,-1.230
6.313,-33.814,-1.196
6.234,-33.009,-1.150
6.149,-32.207,-1.125
6.035,-31.680,-1.101
6.040,-30.954,-1.105
5.916,-30.078,-0.925
5.342,-29.200,-0.903
4.716,-29.160,-0.940
4.507,-28.346,-0.872
4.975,-27.634,-0.830
5.592,-27.433,-0.943
4.506,-26.260,-0.836
5.298,-25.310,-0.847
5.340,-24.663,-0.976
5.210,-23.912,-0.815
5.126,-23.104,-0.782
5.021,-22.163,-0.712
4.948,-21.383,-0.731
4.952,-20.849,-0.812
4.824,-20.007,-0.698
4.695,-19.107,-0.680
4.600,-18.266,-0.664
4.512,-17.375,-0.641
4.423,-16.484,-0.592
4.314,-15.603,-0.589
4.214,-14.717,-0.575
4.106,-13.837,-0.536
4.013,-12.949,-0.447
3.954,-12.081,-0.457
3.822,-11.212,-0.361
3.728,-10.340,-0.437
3.625,-9.483,-0.385
3.760,-8.699,-0.489
3.497,-8.101,-0.382
3.401,-7.291,-0.300
3.332,-6.398,-0.294
3.236,-5.533,-0.262
3.149,-4.661,-0.237
2.932,-3.633,-0.149
2.957,-2.849,-0.190
2.843,-1.975,-0.150
2.727,-1.071,-0.122
2.622,-0.157,-0.078
2.535,0.773,-0.065
2.448,1.671,-0.031
2.365,2.531,-0.049
2.293,3.424,-0.020
2.227,4.382,-0.013
2.117,5.321,0.030
2.046,6.213,0.084
1.986,7.104,0.083
1.896,8.024,0.080
1.818,8.959,0.103
1.731,9.902,0.147
1.670,10.749,0.146
1.594,11.665,0.210
1.538,12.636,0.220
1.443,13.586,0.254
1.366,14.468,0.158
1.290,15.320,0.326
1.197,16.166,0.348
1.171,17.029,0.430
1.092,17.973,0.474
1.026,18.812,0.501
1.022,19.752,0.541
0.977,20.756,0.573
0.873,21.692,0.616
1.182,22.584,0.509
0.768,22.976,0.602
0.658,23.886,0.643
0.557,24.906,0.689
0.507,25.432,0.730
0.439,26.403,0.749
0.353,27.351,0.796
0.252,28.143,0.805
0.134,29.087,0.818
0.044,29.937,0.875
-0.094,30.747,0.899
-0.186,31.568,0.919
-0.300,32.474,0.977
-0.420,33.427,0.974
-0.523,34.298,1.019
-0.624,35.271,1.059
-0.710,35.940,1.067
-0.812,36.781,1.093
-0.927,37.616,1.118
-1.100,38.553,1.144
-1.215,39.561,1.197
-1.926,40.444,1.192
-1.563,40.985,1.239
-1.471,41.808,1.247
-1.492,42.409,1.208
-1.516,43.100,1.250
-1.579,43.685,1.289
-1.635,44.599,1.348
-1.666,45.469,1.392
-1.750,46.405,1.521
-2.187,48.086,1.536
-2.134,50.469,1.647
-2.321,53.538,1.844
-2.353,54.288,1.835
-2.408,55.229,1.874
-2.474,56.130,1.929
-2.550,57.040,1.981
-2.612,57.934,2.027
-2.659,58.846,2.036
-2.719,59.798,2.090
-2.763,60.710,2.134
-2.832,61.621,2.116
-2.899,62.511,2.209
-2.970,63.419,2.259
-3.034,64.311,2.265
-3.121,65.221,2.341
-3.177,66.125,2.402
-3.244,67.046,2.435
-3.306,67.971,2.484
-3.385,68.865,2.502
-3.464,69.770,2.549
-3.546,70.695,2.603
-3.630,71.615,2.630
-3.709,72.498,2.706
-3.779,73.381,2.735
-3.874,74.280,2.799
-3.939,75.212,2.828
-4.011,76.150,2.857
-4.099,77.022,2.926
-4.187,77.916,2.952
-4.278,78.851,2.989
-4.381,79.802,3.055
-4.436,80.687,3.086
-4.531,81.595,3.152
-4.578,82.348,3.156
-4.632,83.095,3.180
-4.693,83.879,3.279
-4.767,84.747,3.329
-4.863,85.653,3.377
-4.950,86.558,3.437
-5.021,87.489,3.491
-5.098,88.413,3.498
-5.167,89.324,3.572
-5.227,90.222,3.638
-5.301,91.133,3.668
-5.376,92.042,3.690
-5.452,92.934,3.773
-5.515,93.818,3.837
-5.588,94.718,3.854
-5.623,95.671,3.910
-5.688,96.590,3.961
-5.762,97.460,4.029
-5.821,98.359,4.133
-5.882,99.249,4.153
-5.924,100.169,4.245
-6.005,101.094,4.273
-6.086,101.972,4.321
-6.162,102.849,4.411
-6.230,103.770,4.464
-6.313,104.660,4.562
-6.411,105.569,4.565
-6.506,106.494,4.646
-6.559,107.356,4.773
-6.624,108.269,4.749
-6.705,109.156,4.838
-6.770,110.097,4.886
-6.831,110.996,4.984
-6.898,111.819,5.047
-6.952,112.494,5.036
-6.963,113.097,5.175
-6.988,113.942,5.226
-6.992,114.783,5.260
-6.998,115.626,5.303
-7.035,116.421,5.360
-7.001,116.960,5.357
-6.965,117.607,5.461
-6.876,118.389,5.494
-6.750,119.244,5.549
-6.597,120.020,5.595
-6.428,120.844,5.681
-6.255,121.641,5.714
-6.082,122.441,5.750
-5.884,123.225,5.834
-5.649,123.975,5.918
-5.453,124.658,5.876
-5.266,125.195,5.951
-5.042,125.855,6.053
-4.894,126.339,5.936
-4.589,126.938,6.052
-4.199,127.657,6.113
-3.796,128.260,6.122
-3.578,128.789,6.174
-3.155,129.465,6.200
-2.790,130.013,6.253
-2.307,130.640,6.305
-1.791,131.285,6.366
-1.280,131.897,6.377
-0.764,132.479,6.460
-0.211,133.044,6.481
0.334,133.552,6.511
0.909,134.063,6.532
1.496,134.517,6.583
2.104,134.932,6.578
2.720,135.320,6.589
3.310,135.701,6.613
3.937,136.077,6.592
4.633,136.439,6.645
5.412,136.847,6.680
6.148,137.162,6.672
6.890,137.425,6.631
7.612,137.613,6.700
8.384,137.803,6.730
9.155,137.974,6.741
9.900,138.122,6.746
10.655,138.254,6.745
11.377,138.381,6.751
12.126,138.498,6.778
12.900,138.602,6.760
13.712,138.715,6.785
14.503,138.820,6.789
15.319,138.895,6.790
16.100,138.946,6.790
16.877,138.998,6.765
17.633,139.049,6.757
18.433,139.084,6.745
19.144,139.103,6.738
19.905,139.123,6.718
20.648,139.134,6.719
21.377,139.156,6.694
22.127,139.184,6.694
22.873,139.200,6.702
23.606,139.231,6.693
24.336,139.251,6.694
25.057,139.273,6.692
25.746,139.289,6.700
26.390,139.296,6.586
27.176,139.305,6.664
27.872,139.306,6.678
28.580,138.969,6.572
29.217,139.204,6.707
29.836,139.159,6.695
30.467,139.113,6.696
31.112,139.043,6.667
31.757,139.011,6.647
32.329,138.954,6.686
32.932,138.850,6.693
33.488,138.764,6.652
34.075,138.701,6.626
34.631,138.597,6.655
35.181,138.483,6.635
35.696,138.380,6.600
36.301,138.285,6.576
36.897,138.179,6.604
37.453,138.050,6.604
38.006,137.942,6.557
38.564,137.856,6.571
39.163,137.810,6.569
39.739,137.761,6.561
40.281,137.718,6.560
40.800,137.682,6.564
41.312,137.642,6.527
42.045,137.599,6.511
42.582,137.632,6.533
43.284,137.693,6.550
43.972,137.784,6.556
44.658,137.891,6.548
45.266,138.017,6.568
45.831,138.199,6.574
46.375,138.382,6.602
46.903,138.554,6.608
47.425,138.713,6.632
47.988,138.914,6.672
48.465,139.093,6.690
48.942,139.276,6.706
